Date;Time;Lat;Lon;Dep;M;MT;Region
17/10/2021;23:02:51.138;1.32 N;122.61 E;13;3.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
17/10/2021;22:04:33.879;2.83 S;129.44 E;10;4.7;-;Seram, Indonesia (Status: confirmed)
17/10/2021;20:12:48.592;6.50 S;129.30 E;236;4.2;-;Banda Sea (Status: confirmed)
17/10/2021;19:54:53.172;1.37 N;126.32 E;10;3.3;-;Northern Molucca Sea (Status: confirmed)
17/10/2021;17:40:36.257;6.65 S;129.43 E;225;4.1;-;Banda Sea (Status: confirmed)
17/10/2021;17:16:05.325;4.23 N;125.84 E;73;4.1;-;Talaud Islands, Indonesia (Status: confirmed)
17/10/2021;16:01:14.137;1.43 S;100.50 E;62;2.6;-;Southern Sumatra, Indonesia (Status: confirmed)
17/10/2021;15:02:10.554;2.01 S;125.72 E;11;4.7;-;Ceram Sea (Status: confirmed)
17/10/2021;14:27:18.948;2.92 S;139.59 E;74;3.7;-;Near North Coast of Irian Jaya (Status: confirmed)
17/10/2021;07:22:06.674;8.71 S;119.01 E;133;3.7;-;Flores Region, Indonesia (Status: confirmed)
17/10/2021;05:49:03.519;2.45 N;128.39 E;221;4.1;-;Halmahera, Indonesia (Status: confirmed)
17/10/2021;02:07:48.849;10.87 S;119.88 E;52;3.9;-;Sumba Region, Indonesia (Status: confirmed)
16/10/2021;23:42:53.192;9.79 S;118.17 E;10;3.7;-;Sumbawa Region, Indonesia (Status: confirmed)
16/10/2021;13:37:14.968;7.13 S;129.54 E;26;3.6;-;Banda Sea (Status: confirmed)
16/10/2021;12:47:36.546;0.28 S;124.04 E;54;3.8;-;Southern Molucca Sea (Status: confirmed)
16/10/2021;11:32:02.686;3.89 S;127.41 E;10;3.8;-;Seram, Indonesia (Status: confirmed)
16/10/2021;11:27:45.938;8.89 S;124.06 E;76;3.4;-;Timor Region (Status: confirmed)
16/10/2021;11:13:10.620;0.55 S;131.42 E;37;4.2;-;Irian Jaya Region, Indonesia (Status: confirmed)
16/10/2021;10:08:28.526;0.94 N;126.29 E;68;4.7;Yes;Northern Molucca Sea (Status: confirmed)
16/10/2021;08:54:01.071;1.70 N;97.58 E;16;2.9;-;Northern Sumatra, Indonesia (Status: confirmed)
16/10/2021;07:43:00.864;5.76 S;130.74 E;108;4.6;-;Banda Sea (Status: confirmed)
16/10/2021;04:16:44.253;2.29 N;127.64 E;10;3.8;-;Northern Molucca Sea (Status: confirmed)
16/10/2021;03:06:12.962;8.95 S;124.15 E;76;3.5;-;Timor Region (Status: confirmed)
15/10/2021;23:17:27.903;4.97 S;102.89 E;50;4.5;Yes;Southern Sumatra, Indonesia (Status: confirmed)
15/10/2021;23:03:43.789;6.67 S;104.33 E;10;4.2;-;Sunda Strait, Indonesia (Status: confirmed)
15/10/2021;22:38:35.061;7.84 S;115.41 E;281;4.3;-;Bali Sea (Status: confirmed)
15/10/2021;21:16:28.758;9.81 S;123.72 E;10;3.7;-;Timor Region (Status: confirmed)
15/10/2021;21:05:14.088;0.08 N;98.79 E;11;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
15/10/2021;20:51:05.981;9.78 S;123.74 E;10;2.6;-;Timor Region (Status: confirmed)
15/10/2021;20:39:32.336;9.71 S;123.66 E;10;3.9;-;Timor Region (Status: confirmed)
15/10/2021;20:34:09.071;6.60 S;104.38 E;10;4.5;-;Sunda Strait, Indonesia (Status: confirmed)
15/10/2021;20:31:19.127;8.29 S;115.45 E;10;2.7;-;Bali Region, Indonesia (Status: confirmed)
15/10/2021;20:22:23.021;8.26 S;115.43 E;10;3.5;-;Bali Region, Indonesia (Status: confirmed)
15/10/2021;20:18:23.725;8.35 S;115.47 E;10;4.8;Yes;Bali Region, Indonesia (Status: confirmed)
15/10/2021;19:56:58.236;1.36 N;97.05 E;28;3.1;-;Northern Sumatra, Indonesia (Status: confirmed)
15/10/2021;19:52:37.982;7.20 S;129.14 E;10;3.8;-;Banda Sea (Status: confirmed)
15/10/2021;19:50:45.099;2.63 S;139.92 E;39;2.7;-;Near North Coast of Irian Jaya (Status: confirmed)
15/10/2021;19:48:32.342;1.38 N;96.94 E;14;4.5;-;Off West Coast of Northern Sumatra (Status: confirmed)
15/10/2021;19:23:23.555;6.74 S;104.38 E;10;3.4;-;Sunda Strait, Indonesia (Status: confirmed)
15/10/2021;18:23:43.963;7.60 S;108.44 E;89;3.5;-;Java, Indonesia (Status: confirmed)
15/10/2021;17:55:20.783;5.57 N;127.00 E;108;4.7;-;Mindanao, Philippines (Status: confirmed)
15/10/2021;15:13:19.291;0.22 N;121.84 E;182;3.5;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
15/10/2021;13:51:48.701;7.79 S;117.35 E;14;3.1;-;Bali Sea (Status: confirmed)
15/10/2021;09:03:21.374;3.86 N;126.14 E;107;4.2;-;Talaud Islands, Indonesia (Status: confirmed)
15/10/2021;08:44:01.918;1.94 N;127.19 E;34;3.4;-;Halmahera, Indonesia (Status: confirmed)
15/10/2021;08:35:23.415;1.24 N;126.15 E;11;3.1;-;Northern Molucca Sea (Status: confirmed)
15/10/2021;07:44:54.738;2.62 S;129.51 E;28;4.2;-;Seram, Indonesia (Status: confirmed)
15/10/2021;05:50:20.216;7.84 S;117.27 E;10;2.9;-;Bali Sea (Status: confirmed)
15/10/2021;05:30:05.655;9.74 S;118.98 E;10;2.6;-;Sumbawa Region, Indonesia (Status: confirmed)
15/10/2021;05:29:11.906;5.83 S;131.07 E;139;3.2;-;Banda Sea (Status: confirmed)
15/10/2021;05:25:17.021;2.89 S;121.77 E;10;2.9;-;Sulawesi, Indonesia (Status: confirmed)
15/10/2021;05:23:34.682;3.65 N;126.83 E;10;2.7;-;Talaud Islands, Indonesia (Status: confirmed)
15/10/2021;04:14:58.159;1.96 S;100.00 E;10;3.5;-;Southern Sumatra, Indonesia (Status: confirmed)
15/10/2021;04:07:21.531;3.46 N;126.59 E;73;2.7;-;Talaud Islands, Indonesia (Status: confirmed)
15/10/2021;03:30:34.780;3.65 N;123.29 E;479;4.9;-;Celebes Sea (Status: confirmed)
14/10/2021;23:32:39.661;1.58 S;135.62 E;10;4.1;-;Irian Jaya Region, Indonesia (Status: confirmed)
14/10/2021;21:43:28.260;3.59 N;97.77 E;108;2.1;-;Northern Sumatra, Indonesia (Status: confirmed)
14/10/2021;21:32:04.430;0.59 S;100.51 E;10;3.1;-;Southern Sumatra, Indonesia (Status: confirmed)
14/10/2021;21:30:08.851;2.41 S;140.55 E;10;3.6;-;Near North Coast of Irian Jaya (Status: confirmed)
14/10/2021;21:13:16.479;1.21 N;126.16 E;10;3.7;-;Northern Molucca Sea (Status: confirmed)
14/10/2021;20:49:18.255;7.23 S;130.16 E;111;4.9;-;Tanimbar Islands Reg., Indonesia (Status: confirmed)
14/10/2021;17:57:05.816;8.01 S;117.16 E;18;3.3;-;Sumbawa Region, Indonesia (Status: confirmed)
14/10/2021;17:55:55.323;0.60 S;100.53 E;10;4.1;-;Southern Sumatra, Indonesia (Status: confirmed)
14/10/2021;17:40:25.996;2.04 S;121.00 E;10;4.0;-;Sulawesi, Indonesia (Status: confirmed)
14/10/2021;16:55:24.369;7.62 S;106.93 E;49;3.4;-;Java, Indonesia (Status: confirmed)
14/10/2021;16:44:29.143;0.00 S;97.78 E;34;3.8;-;Southwest of Sumatra, Indonesia (Status: confirmed)
14/10/2021;15:32:04.506;1.31 N;126.19 E;10;4.4;-;Northern Molucca Sea (Status: confirmed)
14/10/2021;15:16:30.823;1.35 N;126.14 E;42;5.7;Yes;Northern Molucca Sea (Status: confirmed)
14/10/2021;07:14:35.035;5.96 N;126.17 E;142;4.5;-;Mindanao, Philippines (Status: confirmed)
14/10/2021;04:21:22.202;8.23 S;115.80 E;243;3.1;-;Bali Region, Indonesia (Status: confirmed)
14/10/2021;03:54:48.742;8.75 S;117.81 E;97;2.5;-;Sumbawa Region, Indonesia (Status: confirmed)
14/10/2021;00:03:30.902;0.26 N;121.96 E;175;2.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
14/10/2021;00:03:15.222;3.30 S;139.35 E;73;3.4;-;Irian Jaya, Indonesia (Status: confirmed)
13/10/2021;23:10:36.232;0.85 N;127.57 E;27;2.2;-;Halmahera, Indonesia (Status: confirmed)
13/10/2021;22:21:29.908;5.80 N;95.18 E;10;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
13/10/2021;21:36:34.323;2.28 N;126.75 E;16;3.3;-;Northern Molucca Sea (Status: confirmed)
13/10/2021;19:56:40.079;0.74 N;126.87 E;17;3.2;-;Northern Molucca Sea (Status: confirmed)
13/10/2021;18:52:37.381;8.38 S;119.32 E;12;2.6;-;Flores Region, Indonesia (Status: confirmed)
13/10/2021;18:24:07.378;2.75 S;129.86 E;10;2.9;-;Seram, Indonesia (Status: confirmed)
13/10/2021;18:17:16.424;0.76 N;127.70 E;10;3.0;-;Halmahera, Indonesia (Status: confirmed)
13/10/2021;18:00:06.228;3.38 S;140.38 E;10;2.2;-;Irian Jaya, Indonesia (Status: confirmed)
13/10/2021;17:51:46.367;4.64 N;126.21 E;10;3.7;-;Talaud Islands, Indonesia (Status: confirmed)
13/10/2021;17:48:11.545;2.53 S;121.27 E;10;2.9;-;Sulawesi, Indonesia (Status: confirmed)
13/10/2021;17:48:08.401;4.43 N;123.44 E;531;4.7;-;Celebes Sea (Status: confirmed)
13/10/2021;16:21:55.281;2.44 N;97.71 E;31;4.0;-;Northern Sumatra, Indonesia (Status: confirmed)
13/10/2021;15:53:16.062;0.29 S;124.36 E;11;2.7;-;Southern Molucca Sea (Status: confirmed)
13/10/2021;15:15:36.716;3.37 S;128.76 E;10;2.2;-;Seram, Indonesia (Status: confirmed)
13/10/2021;15:00:39.259;0.46 S;126.81 E;10;3.4;-;Southern Molucca Sea (Status: confirmed)
13/10/2021;14:46:14.966;0.43 N;123.66 E;239;3.4;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
13/10/2021;14:15:11.754;2.63 N;99.02 E;152;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
13/10/2021;10:51:47.015;7.30 S;130.19 E;104;4.7;Yes;Tanimbar Islands Reg., Indonesia (Status: confirmed)
13/10/2021;09:57:27.591;7.42 S;129.52 E;147;4.9;Yes;Banda Sea (Status: confirmed)
13/10/2021;08:39:12.214;2.11 N;126.51 E;19;3.9;-;Northern Molucca Sea (Status: confirmed)
13/10/2021;08:13:19.952;2.45 S;119.46 E;10;3.6;-;Sulawesi, Indonesia (Status: confirmed)
13/10/2021;05:24:50.906;4.15 N;96.65 E;93;3.8;-;Northern Sumatra, Indonesia (Status: confirmed)
13/10/2021;05:06:52.614;5.26 N;96.22 E;10;3.4;-;Northern Sumatra, Indonesia (Status: confirmed)
13/10/2021;05:00:47.144;8.90 S;110.96 E;58;4.8;Yes;Java, Indonesia (Status: confirmed)
13/10/2021;04:50:44.420;8.14 S;116.84 E;11;3.4;-;Sumbawa Region, Indonesia (Status: confirmed)
13/10/2021;03:28:46.350;0.18 S;133.04 E;10;4.7;-;Irian Jaya Region, Indonesia (Status: confirmed)
13/10/2021;03:08:42.860;0.17 S;133.03 E;10;5.1;Yes;Irian Jaya Region, Indonesia (Status: confirmed)
13/10/2021;01:49:02.720;3.91 S;127.39 E;10;3.2;-;Seram, Indonesia (Status: confirmed)
13/10/2021;00:52:53.118;0.71 N;100.18 E;192;3.4;-;Northern Sumatra, Indonesia (Status: confirmed)
13/10/2021;00:34:36.618;3.41 S;129.46 E;10;3.7;-;Seram, Indonesia (Status: confirmed)
12/10/2021;22:36:29.161;3.61 S;101.49 E;18;3.0;-;Southern Sumatra, Indonesia (Status: confirmed)
12/10/2021;22:20:24.975;0.08 S;123.23 E;146;3.5;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
12/10/2021;21:30:15.536;4.39 N;95.42 E;41;3.5;-;Northern Sumatra, Indonesia (Status: confirmed)
12/10/2021;20:33:28.785;0.64 N;124.64 E;138;3.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
12/10/2021;20:29:44.596;9.63 S;118.55 E;25;3.9;-;Sumbawa Region, Indonesia (Status: confirmed)
12/10/2021;20:25:49.045;9.63 S;118.52 E;25;4.4;-;Sumbawa Region, Indonesia (Status: confirmed)
12/10/2021;19:39:03.449;2.86 S;128.32 E;10;3.7;-;Ceram Sea (Status: confirmed)
12/10/2021;18:46:14.407;0.73 S;99.84 E;69;3.4;-;Southern Sumatra, Indonesia (Status: confirmed)
12/10/2021;18:44:33.887;3.50 N;96.64 E;10;3.6;-;Northern Sumatra, Indonesia (Status: confirmed)
12/10/2021;18:33:29.515;5.85 N;126.40 E;131;4.2;-;Mindanao, Philippines (Status: confirmed)
12/10/2021;18:25:16.454;9.77 S;116.52 E;13;2.6;-;Sumbawa Region, Indonesia (Status: confirmed)
12/10/2021;18:24:46.926;0.75 N;127.70 E;10;2.4;-;Halmahera, Indonesia (Status: confirmed)
12/10/2021;16:55:33.334;3.54 S;119.71 E;10;3.4;-;Sulawesi, Indonesia (Status: confirmed)
12/10/2021;16:31:22.230;2.78 N;125.71 E;114;3.4;-;Talaud Islands, Indonesia (Status: confirmed)
12/10/2021;15:25:16.723;7.41 S;120.41 E;553;4.1;-;Flores Sea (Status: confirmed)
12/10/2021;15:21:59.752;7.21 S;105.39 E;10;3.6;-;Java, Indonesia (Status: confirmed)
12/10/2021;14:22:55.158;0.81 N;126.07 E;10;3.4;-;Northern Molucca Sea (Status: confirmed)
12/10/2021;13:03:19.688;6.00 S;130.74 E;163;3.5;-;Banda Sea (Status: confirmed)
12/10/2021;12:52:49.781;3.23 S;135.53 E;19;3.7;-;Irian Jaya Region, Indonesia (Status: confirmed)
12/10/2021;12:29:23.260;2.19 S;138.49 E;25;3.3;-;Irian Jaya, Indonesia (Status: confirmed)
12/10/2021;12:27:21.731;9.30 S;110.37 E;10;3.9;-;South of Java, Indonesia (Status: confirmed)
12/10/2021;11:17:39.422;0.25 N;129.26 E;10;3.5;-;Halmahera, Indonesia (Status: confirmed)
12/10/2021;10:24:06.880;8.21 S;107.69 E;25;3.0;-;Java, Indonesia (Status: confirmed)
12/10/2021;10:09:26.828;4.37 S;134.10 E;23;3.6;-;Irian Jaya Region, Indonesia (Status: confirmed)
12/10/2021;06:59:43.205;4.42 S;133.94 E;10;3.4;-;Irian Jaya Region, Indonesia (Status: confirmed)
12/10/2021;05:55:10.370;0.75 N;127.70 E;10;3.2;-;Halmahera, Indonesia (Status: confirmed)
11/10/2021;23:53:00.137;1.02 S;121.48 E;11;3.1;-;Sulawesi, Indonesia (Status: confirmed)
11/10/2021;23:30:23.726;5.98 N;126.76 E;71;5.0;-;Mindanao, Philippines (Status: confirmed)
11/10/2021;22:41:18.897;2.19 S;118.95 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
11/10/2021;22:33:23.844;4.31 S;101.97 E;10;3.2;-;Southern Sumatra, Indonesia (Status: confirmed)
11/10/2021;22:23:31.495;7.79 S;107.31 E;28;3.9;-;Java, Indonesia (Status: confirmed)
11/10/2021;22:17:47.882;3.17 S;102.17 E;106;4.4;-;Southern Sumatra, Indonesia (Status: confirmed)
11/10/2021;21:20:32.220;8.48 S;116.51 E;100;2.5;-;Sumbawa Region, Indonesia (Status: confirmed)
11/10/2021;21:11:38.404;0.65 N;124.30 E;11;3.1;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
11/10/2021;19:36:14.934;8.63 S;118.39 E;113;3.7;-;Sumbawa Region, Indonesia (Status: confirmed)
11/10/2021;19:17:02.232;1.06 S;97.35 E;33;4.2;-;Southwest of Sumatra, Indonesia (Status: confirmed)
11/10/2021;19:13:09.135;9.58 S;119.70 E;17;2.3;-;Sumba Region, Indonesia (Status: confirmed)
11/10/2021;18:41:13.143;2.56 S;127.92 E;10;3.6;-;Ceram Sea (Status: confirmed)
11/10/2021;18:03:30.980;0.47 N;126.21 E;10;2.9;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;17:46:49.938;1.45 N;125.55 E;106;2.8;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;17:30:30.419;0.94 N;126.08 E;10;5.0;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;16:35:48.148;7.66 S;128.20 E;28;4.5;-;Banda Sea (Status: confirmed)
11/10/2021;16:18:51.488;8.95 S;116.74 E;10;3.3;-;Sumbawa Region, Indonesia (Status: confirmed)
11/10/2021;16:10:56.301;2.33 S;140.29 E;12;2.7;-;Near North Coast of Irian Jaya (Status: confirmed)
11/10/2021;15:44:05.513;0.79 N;125.98 E;10;2.8;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;15:27:54.081;0.97 N;126.10 E;53;4.9;Yes;Northern Molucca Sea (Status: confirmed)
11/10/2021;13:41:47.094;0.79 N;126.16 E;10;2.9;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;13:17:45.825;0.80 N;126.11 E;10;3.5;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;13:00:38.626;0.48 N;126.48 E;10;3.0;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;12:54:40.893;0.83 N;126.13 E;17;3.3;-;Northern Molucca Sea (Status: confirmed)
11/10/2021;12:34:35.743;0.91 N;126.14 E;26;5.6;Yes;Northern Molucca Sea (Status: confirmed)
11/10/2021;12:22:51.284;2.37 S;140.36 E;10;2.1;-;Near North Coast of Irian Jaya (Status: confirmed)
11/10/2021;12:18:26.137;1.88 S;100.41 E;28;3.4;-;Southern Sumatra, Indonesia (Status: confirmed)
11/10/2021;12:17:45.022;6.63 S;107.74 E;265;2.9;-;Java, Indonesia (Status: confirmed)
11/10/2021;11:09:08.819;1.75 S;120.14 E;10;3.6;-;Sulawesi, Indonesia (Status: confirmed)
11/10/2021;09:51:59.533;1.12 S;120.79 E;10;3.6;-;Sulawesi, Indonesia (Status: confirmed)
11/10/2021;08:18:07.205;6.83 S;106.66 E;101;3.3;-;Java, Indonesia (Status: confirmed)
11/10/2021;07:24:47.807;2.66 S;139.40 E;18;2.6;-;Near North Coast of Irian Jaya (Status: confirmed)
11/10/2021;07:09:17.807;8.69 S;116.33 E;93;2.6;-;Sumbawa Region, Indonesia (Status: confirmed)
11/10/2021;06:34:14.026;2.94 S;135.48 E;10;4.0;-;Irian Jaya Region, Indonesia (Status: confirmed)
11/10/2021;04:30:34.358;0.55 N;100.05 E;10;3.4;-;Northern Sumatra, Indonesia (Status: confirmed)
11/10/2021;03:09:56.412;9.22 S;122.53 E;61;5.1;-;Savu Sea (Status: confirmed)
11/10/2021;01:08:29.432;1.57 N;127.07 E;102;3.2;-;Halmahera, Indonesia (Status: confirmed)
10/10/2021;23:52:12.737;0.27 N;121.96 E;165;3.4;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
10/10/2021;22:44:19.010;5.51 S;130.93 E;124;3.2;-;Banda Sea (Status: confirmed)
10/10/2021;22:26:26.194;9.32 S;116.26 E;105;2.8;-;Sumbawa Region, Indonesia (Status: confirmed)
10/10/2021;22:24:31.256;0.06 S;123.24 E;137;2.3;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
10/10/2021;20:31:52.958;9.52 S;118.59 E;13;4.1;-;Sumbawa Region, Indonesia (Status: confirmed)
10/10/2021;19:16:49.760;3.41 S;140.29 E;27;2.5;-;Irian Jaya, Indonesia (Status: confirmed)
10/10/2021;18:56:11.873;2.33 S;140.32 E;10;3.7;-;Near North Coast of Irian Jaya (Status: confirmed)
10/10/2021;18:47:44.883;6.50 S;103.73 E;15;3.4;-;Southwest of Sumatra, Indonesia (Status: confirmed)
10/10/2021;18:42:30.461;7.09 S;106.18 E;103;3.2;-;Java, Indonesia (Status: confirmed)
10/10/2021;17:18:12.670;2.79 S;129.63 E;10;2.4;-;Seram, Indonesia (Status: confirmed)
10/10/2021;16:26:49.154;0.02 S;122.58 E;228;3.4;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
10/10/2021;15:15:38.493;3.43 S;130.00 E;12;2.3;-;Seram, Indonesia (Status: confirmed)
10/10/2021;15:11:17.382;0.35 N;122.01 E;162;3.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
10/10/2021;14:48:05.260;8.24 S;116.43 E;12;2.5;-;Sumbawa Region, Indonesia (Status: confirmed)
10/10/2021;14:43:02.307;9.28 S;119.48 E;31;4.1;-;Sumba Region, Indonesia (Status: confirmed)
10/10/2021;14:27:35.818;3.50 S;120.90 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
10/10/2021;13:41:17.537;9.06 S;110.34 E;10;3.2;-;South of Java, Indonesia (Status: confirmed)
10/10/2021;13:40:32.769;8.58 S;110.83 E;53;3.3;-;Java, Indonesia (Status: confirmed)
10/10/2021;12:34:19.415;3.01 S;101.89 E;108;3.8;-;Southern Sumatra, Indonesia (Status: confirmed)
10/10/2021;12:25:02.168;2.48 S;139.55 E;21;4.0;-;Near North Coast of Irian Jaya (Status: confirmed)
10/10/2021;11:32:37.871;3.38 N;123.02 E;520;4.4;-;Celebes Sea (Status: confirmed)
10/10/2021;11:21:51.707;0.01 S;124.14 E;77;2.9;-;Southern Molucca Sea (Status: confirmed)
10/10/2021;10:59:08.554;5.12 N;126.39 E;16;4.8;-;Mindanao, Philippines (Status: confirmed)
10/10/2021;10:50:49.512;7.18 S;108.96 E;10;3.3;-;Java, Indonesia (Status: confirmed)
10/10/2021;10:24:00.953;5.24 S;122.16 E;10;3.3;-;Sulawesi, Indonesia (Status: confirmed)
10/10/2021;10:12:36.730;1.25 S;119.73 E;10;3.0;-;Sulawesi, Indonesia (Status: confirmed)
10/10/2021;09:58:13.444;4.47 S;122.46 E;36;3.1;-;Sulawesi, Indonesia (Status: confirmed)
10/10/2021;07:50:03.225;1.64 S;120.13 E;10;2.6;-;Sulawesi, Indonesia (Status: confirmed)
10/10/2021;07:39:31.355;6.10 S;104.17 E;10;3.0;-;Sunda Strait, Indonesia (Status: confirmed)
10/10/2021;07:28:15.083;9.92 S;119.13 E;10;3.8;-;Sumba Region, Indonesia (Status: confirmed)
10/10/2021;05:09:06.531;3.16 S;130.81 E;13;3.2;-;Seram, Indonesia (Status: confirmed)
10/10/2021;05:01:51.779;0.74 N;121.27 E;79;2.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
10/10/2021;04:59:54.716;9.82 S;119.16 E;13;4.0;-;Sumba Region, Indonesia (Status: confirmed)
10/10/2021;04:48:36.834;3.48 S;130.01 E;10;3.2;-;Seram, Indonesia (Status: confirmed)
10/10/2021;04:44:10.344;3.48 S;129.99 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
10/10/2021;04:43:06.625;3.61 S;130.09 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
10/10/2021;04:35:42.438;3.43 S;130.02 E;11;3.6;-;Seram, Indonesia (Status: confirmed)
10/10/2021;04:27:04.704;3.55 S;130.05 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
10/10/2021;02:08:03.310;8.88 S;124.13 E;78;3.9;-;Timor Region (Status: confirmed)
10/10/2021;01:55:53.206;3.41 S;130.00 E;10;3.5;-;Seram, Indonesia (Status: confirmed)
10/10/2021;00:25:48.864;9.52 S;114.01 E;10;3.3;-;South of Bali, Indonesia (Status: confirmed)
10/10/2021;00:24:31.175;7.93 S;117.43 E;13;3.2;-;Bali Sea (Status: confirmed)
09/10/2021;23:50:35.701;2.81 S;127.39 E;10;2.9;-;Ceram Sea (Status: confirmed)
09/10/2021;23:49:47.724;1.61 S;120.15 E;10;2.8;-;Sulawesi, Indonesia (Status: confirmed)
09/10/2021;23:39:22.721;3.98 N;98.14 E;10;2.5;-;Northern Sumatra, Indonesia (Status: confirmed)
09/10/2021;23:08:59.967;9.83 S;119.12 E;10;3.3;-;Sumba Region, Indonesia (Status: confirmed)
09/10/2021;23:05:30.862;6.59 S;104.88 E;10;3.1;-;Sunda Strait, Indonesia (Status: confirmed)
09/10/2021;22:36:20.762;1.77 N;126.40 E;10;3.6;-;Northern Molucca Sea (Status: confirmed)
09/10/2021;20:25:27.495;1.63 S;120.18 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
09/10/2021;20:22:23.229;0.62 S;119.86 E;10;2.3;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
09/10/2021;20:22:22.009;9.92 S;119.12 E;10;3.9;-;Sumba Region, Indonesia (Status: confirmed)
09/10/2021;20:15:53.609;8.45 S;117.00 E;21;3.0;-;Sumbawa Region, Indonesia (Status: confirmed)
09/10/2021;19:43:34.886;7.89 S;117.30 E;17;3.0;-;Bali Sea (Status: confirmed)
09/10/2021;19:42:14.071;8.96 S;122.64 E;132;3.1;-;Flores Region, Indonesia (Status: confirmed)
09/10/2021;18:16:26.438;4.00 S;133.40 E;30;4.2;-;Irian Jaya Region, Indonesia (Status: confirmed)
09/10/2021;15:58:15.182;0.34 N;121.99 E;164;2.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
09/10/2021;14:22:16.025;1.62 S;120.13 E;10;2.1;-;Sulawesi, Indonesia (Status: confirmed)
09/10/2021;14:19:22.680;9.87 S;116.26 E;10;3.6;-;Sumbawa Region, Indonesia (Status: confirmed)
09/10/2021;14:01:34.888;0.01 N;100.14 E;10;3.0;-;Northern Sumatra, Indonesia (Status: confirmed)
09/10/2021;13:09:05.772;4.02 S;133.99 E;10;4.9;Yes;Irian Jaya Region, Indonesia (Status: confirmed)
09/10/2021;12:29:58.232;10.02 S;118.35 E;56;3.6;-;South of Sumbawa, Indonesia (Status: confirmed)
09/10/2021;09:53:06.382;1.26 S;120.48 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
09/10/2021;08:50:06.594;7.61 S;107.72 E;10;2.9;-;Java, Indonesia (Status: confirmed)
09/10/2021;06:03:56.681;6.90 S;130.04 E;145;4.4;-;Banda Sea (Status: confirmed)
09/10/2021;05:48:59.837;8.19 S;107.88 E;26;3.1;-;Java, Indonesia (Status: confirmed)
09/10/2021;05:38:20.346;1.34 N;121.31 E;37;4.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
09/10/2021;01:01:51.010;6.73 S;104.85 E;10;3.6;-;Sunda Strait, Indonesia (Status: confirmed)
08/10/2021;22:07:09.225;8.70 S;118.39 E;108;2.0;-;Sumbawa Region, Indonesia (Status: confirmed)
08/10/2021;22:04:13.200;7.46 S;128.92 E;140;4.5;-;Banda Sea (Status: confirmed)
08/10/2021;21:47:54.201;9.79 S;124.65 E;10;4.0;-;Timor Region (Status: confirmed)
08/10/2021;20:11:56.697;7.25 S;108.62 E;187;3.9;-;Java, Indonesia (Status: confirmed)
08/10/2021;20:11:13.476;8.01 S;130.53 E;84;4.7;-;Tanimbar Islands Reg., Indonesia (Status: confirmed)
08/10/2021;19:38:39.394;2.86 S;122.23 E;10;2.1;-;Sulawesi, Indonesia (Status: confirmed)
08/10/2021;19:37:04.532;1.35 N;126.87 E;34;2.8;-;Northern Molucca Sea (Status: confirmed)
08/10/2021;16:28:47.094;0.10 S;124.16 E;45;4.3;-;Southern Molucca Sea (Status: confirmed)
08/10/2021;16:23:52.246;0.25 N;119.81 E;29;3.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
08/10/2021;16:02:49.552;2.84 S;127.78 E;10;4.0;-;Ceram Sea (Status: confirmed)
08/10/2021;15:31:25.268;8.82 S;118.38 E;82;2.3;-;Sumbawa Region, Indonesia (Status: confirmed)
08/10/2021;15:28:00.725;0.33 S;121.64 E;24;3.7;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
08/10/2021;14:35:13.981;1.61 S;120.21 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
