Date;Time;Lat;Lon;Dep;M;MT;Region
27/10/2021;22:35:39.805;3.22 N;128.36 E;10;4.1;-;North of Halmahera, Indonesia (Status: confirmed)
27/10/2021;22:31:03.039;5.18 S;129.88 E;163;3.7;-;Banda Sea (Status: confirmed)
27/10/2021;21:49:36.003;0.07 N;100.08 E;10;2.3;-;Northern Sumatra, Indonesia (Status: confirmed)
27/10/2021;21:47:24.015;0.05 N;128.99 E;10;3.5;-;Halmahera, Indonesia (Status: confirmed)
27/10/2021;21:09:09.720;8.67 S;124.09 E;89;2.6;-;Timor Region (Status: confirmed)
27/10/2021;20:41:58.109;6.04 S;128.79 E;321;4.9;-;Banda Sea (Status: confirmed)
27/10/2021;20:11:43.502;0.28 S;123.03 E;52;3.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
27/10/2021;18:52:33.530;2.65 S;138.94 E;10;3.2;-;Irian Jaya, Indonesia (Status: confirmed)
27/10/2021;18:13:48.625;4.29 N;126.83 E;10;4.2;-;Talaud Islands, Indonesia (Status: confirmed)
27/10/2021;16:47:53.158;0.04 S;99.18 E;38;3.1;-;Southern Sumatra, Indonesia (Status: confirmed)
27/10/2021;16:15:33.578;5.47 S;131.27 E;12;3.4;-;Banda Sea (Status: confirmed)
27/10/2021;16:00:19.600;1.03 N;98.68 E;33;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
27/10/2021;14:37:57.975;0.27 S;99.40 E;76;3.6;-;Southern Sumatra, Indonesia (Status: confirmed)
27/10/2021;14:21:58.039;9.50 S;117.50 E;16;3.3;-;Sumbawa Region, Indonesia (Status: confirmed)
27/10/2021;14:08:18.716;8.09 S;107.86 E;25;3.2;-;Java, Indonesia (Status: confirmed)
27/10/2021;13:59:22.973;2.45 S;120.93 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
27/10/2021;13:37:39.690;3.21 S;135.58 E;10;3.5;-;Irian Jaya Region, Indonesia (Status: confirmed)
27/10/2021;13:20:36.914;6.94 S;105.46 E;25;3.3;-;Sunda Strait, Indonesia (Status: confirmed)
27/10/2021;11:59:00.736;0.30 S;123.25 E;80;3.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
27/10/2021;11:40:18.876;0.01 N;123.04 E;158;3.4;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
27/10/2021;11:14:04.571;3.15 S;135.62 E;10;3.7;-;Irian Jaya Region, Indonesia (Status: confirmed)
27/10/2021;09:27:50.140;7.54 S;106.92 E;96;2.9;-;Java, Indonesia (Status: confirmed)
27/10/2021;09:19:30.897;7.34 S;110.34 E;10;2.7;-;Java, Indonesia (Status: confirmed)
27/10/2021;07:44:02.630;8.37 S;118.85 E;159;3.1;-;Sumbawa Region, Indonesia (Status: confirmed)
27/10/2021;07:03:43.883;8.60 S;118.37 E;117;3.3;-;Sumbawa Region, Indonesia (Status: confirmed)
27/10/2021;06:00:07.299;1.26 N;126.16 E;10;3.4;-;Northern Molucca Sea (Status: confirmed)
27/10/2021;05:50:43.860;9.80 S;125.01 E;53;4.8;-;Timor Region (Status: confirmed)
27/10/2021;04:54:26.379;7.48 S;128.62 E;217;4.2;-;Banda Sea (Status: confirmed)
27/10/2021;04:17:35.216;8.91 S;110.90 E;10;4.6;-;Java, Indonesia (Status: confirmed)
27/10/2021;04:13:47.815;9.04 S;120.46 E;10;2.9;-;Sumba Region, Indonesia (Status: confirmed)
27/10/2021;01:49:11.912;8.06 S;130.28 E;10;4.0;-;Tanimbar Islands Reg., Indonesia (Status: confirmed)
27/10/2021;01:34:17.777;9.32 S;107.94 E;10;4.1;-;South of Java, Indonesia (Status: confirmed)
26/10/2021;23:30:24.537;2.57 S;139.54 E;29;3.3;-;Near North Coast of Irian Jaya (Status: confirmed)
26/10/2021;23:29:57.272;2.00 N;126.65 E;10;3.2;-;Northern Molucca Sea (Status: confirmed)
26/10/2021;22:59:40.369;0.92 S;122.17 E;10;3.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
26/10/2021;18:11:42.604;5.82 S;131.09 E;16;4.2;-;Banda Sea (Status: confirmed)
26/10/2021;17:25:38.862;3.49 S;101.58 E;24;4.4;-;Southern Sumatra, Indonesia (Status: confirmed)
26/10/2021;14:32:27.677;1.65 S;126.53 E;10;2.8;-;Southern Molucca Sea (Status: confirmed)
26/10/2021;10:22:04.830;7.81 S;119.83 E;250;4.4;-;Flores Sea (Status: confirmed)
26/10/2021;10:02:28.708;2.25 N;96.12 E;18;4.1;-;Northern Sumatra, Indonesia (Status: confirmed)
26/10/2021;09:46:07.825;1.55 N;127.03 E;99;4.8;Yes;Halmahera, Indonesia (Status: confirmed)
26/10/2021;09:41:20.607;4.79 S;139.56 E;10;4.3;-;Irian Jaya, Indonesia (Status: confirmed)
26/10/2021;08:32:32.326;9.40 S;125.22 E;10;2.1;-;Timor Region (Status: confirmed)
26/10/2021;01:44:30.530;2.83 S;129.60 E;10;3.9;-;Seram, Indonesia (Status: confirmed)
25/10/2021;23:48:49.568;2.84 S;127.75 E;21;3.0;-;Ceram Sea (Status: confirmed)
25/10/2021;23:43:58.497;0.34 S;100.21 E;10;2.5;-;Southern Sumatra, Indonesia (Status: confirmed)
25/10/2021;23:19:40.564;8.04 S;110.43 E;10;3.2;-;Java, Indonesia (Status: confirmed)
25/10/2021;22:18:45.726;0.35 S;123.10 E;11;3.5;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
25/10/2021;22:05:10.394;3.20 S;141.05 E;10;5.3;Yes;New Guinea, Papua New Guinea (Status: confirmed)
25/10/2021;20:43:51.767;2.80 S;127.33 E;10;3.2;-;Ceram Sea (Status: confirmed)
25/10/2021;14:39:10.364;2.78 N;95.35 E;10;4.7;-;Off West Coast of Northern Sumatra (Status: confirmed)
25/10/2021;14:29:16.830;7.29 S;110.42 E;10;2.7;-;Java, Indonesia (Status: confirmed)
25/10/2021;14:28:34.969;3.24 S;130.99 E;14;3.1;-;Seram, Indonesia (Status: confirmed)
25/10/2021;14:26:17.260;1.82 S;120.41 E;10;2.3;-;Sulawesi, Indonesia (Status: confirmed)
25/10/2021;11:32:29.655;1.67 N;127.02 E;84;2.9;-;Halmahera, Indonesia (Status: confirmed)
25/10/2021;10:43:09.679;0.36 N;98.54 E;15;3.5;-;Northern Sumatra, Indonesia (Status: confirmed)
25/10/2021;09:02:40.797;0.14 S;123.18 E;81;3.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
25/10/2021;07:43:16.546;7.30 S;110.38 E;10;2.7;-;Java, Indonesia (Status: confirmed)
25/10/2021;06:52:07.679;9.38 S;107.78 E;44;5.1;Yes;South of Java, Indonesia (Status: confirmed)
25/10/2021;05:25:22.207;2.79 S;122.21 E;10;3.7;-;Sulawesi, Indonesia (Status: confirmed)
25/10/2021;04:57:48.060;4.13 S;128.86 E;10;3.4;-;Banda Sea (Status: confirmed)
25/10/2021;04:23:03.109;1.91 N;121.00 E;13;3.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
25/10/2021;03:00:12.109;1.84 N;127.25 E;86;3.4;-;Halmahera, Indonesia (Status: confirmed)
25/10/2021;02:30:48.911;0.51 N;123.59 E;238;4.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
25/10/2021;01:53:40.300;5.87 N;125.29 E;81;4.6;-;Mindanao, Philippines (Status: confirmed)
24/10/2021;21:54:51.325;3.14 N;127.91 E;20;4.8;-;Talaud Islands, Indonesia (Status: confirmed)
24/10/2021;20:04:28.224;0.26 N;121.83 E;188;3.3;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
24/10/2021;18:30:51.673;9.37 S;114.38 E;17;3.1;-;South of Bali, Indonesia (Status: confirmed)
24/10/2021;18:03:05.696;3.44 S;129.42 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
24/10/2021;17:55:58.734;1.51 N;98.95 E;95;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
24/10/2021;17:50:43.693;6.04 S;122.58 E;16;2.7;-;Flores Sea (Status: confirmed)
24/10/2021;17:44:19.246;0.87 S;121.52 E;10;3.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
24/10/2021;15:54:36.046;1.02 S;127.23 E;10;2.4;-;Halmahera, Indonesia (Status: confirmed)
24/10/2021;14:25:00.163;3.79 S;128.62 E;10;2.6;-;Seram, Indonesia (Status: confirmed)
24/10/2021;14:19:09.080;9.12 S;116.55 E;17;2.7;-;Sumbawa Region, Indonesia (Status: confirmed)
24/10/2021;14:15:38.264;2.66 S;128.82 E;10;2.7;-;Ceram Sea (Status: confirmed)
24/10/2021;14:11:26.276;7.18 S;107.22 E;10;3.2;-;Java, Indonesia (Status: confirmed)
24/10/2021;11:56:34.005;9.21 S;112.05 E;60;3.8;-;South of Java, Indonesia (Status: confirmed)
24/10/2021;09:57:01.052;1.34 S;120.48 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
24/10/2021;09:43:57.452;9.65 S;108.07 E;10;4.3;-;South of Java, Indonesia (Status: confirmed)
24/10/2021;08:08:54.788;2.86 S;129.27 E;11;3.2;-;Seram, Indonesia (Status: confirmed)
24/10/2021;05:28:08.944;1.29 N;122.65 E;10;4.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
24/10/2021;04:13:29.738;2.16 S;100.69 E;29;3.6;-;Southern Sumatra, Indonesia (Status: confirmed)
24/10/2021;04:00:01.290;7.32 S;110.37 E;12;2.9;-;Java, Indonesia (Status: confirmed)
24/10/2021;03:22:08.100;1.67 N;126.51 E;10;4.7;-;Northern Molucca Sea (Status: confirmed)
24/10/2021;03:05:42.616;1.10 N;121.15 E;41;2.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
24/10/2021;01:30:21.363;2.66 S;128.86 E;10;4.3;-;Ceram Sea (Status: confirmed)
24/10/2021;00:24:03.251;2.79 S;122.14 E;10;4.4;-;Sulawesi, Indonesia (Status: confirmed)
24/10/2021;00:11:37.414;8.59 S;118.40 E;119;2.4;-;Sumbawa Region, Indonesia (Status: confirmed)
23/10/2021;23:52:06.833;7.33 S;110.43 E;10;3.4;-;Java, Indonesia (Status: confirmed)
23/10/2021;23:34:25.354;4.84 S;101.85 E;41;5.3;Yes;Southern Sumatra, Indonesia (Status: confirmed)
23/10/2021;22:57:58.114;7.30 S;110.42 E;10;3.5;-;Java, Indonesia (Status: confirmed)
23/10/2021;22:50:43.341;7.28 S;110.34 E;10;3.0;-;Java, Indonesia (Status: confirmed)
23/10/2021;20:53:44.951;0.93 N;126.15 E;10;2.7;-;Northern Molucca Sea (Status: confirmed)
23/10/2021;20:45:00.516;5.30 N;94.40 E;50;3.0;-;Northern Sumatra, Indonesia (Status: confirmed)
23/10/2021;20:42:05.084;2.93 N;127.45 E;10;3.2;-;Northern Molucca Sea (Status: confirmed)
23/10/2021;19:09:09.901;6.74 S;130.37 E;128;4.1;-;Banda Sea (Status: confirmed)
23/10/2021;16:37:18.619;0.14 N;123.69 E;140;3.3;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
23/10/2021;14:58:14.091;9.63 S;118.98 E;10;4.6;-;Sumbawa Region, Indonesia (Status: confirmed)
23/10/2021;14:11:48.351;7.29 S;110.43 E;10;2.9;-;Java, Indonesia (Status: confirmed)
23/10/2021;14:07:18.215;2.34 S;139.26 E;96;4.1;-;Near North Coast of Irian Jaya (Status: confirmed)
23/10/2021;13:59:02.130;2.58 S;130.20 E;15;2.5;-;Seram, Indonesia (Status: confirmed)
23/10/2021;13:25:41.495;0.95 N;121.98 E;10;4.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
23/10/2021;11:58:47.863;7.33 S;110.41 E;10;2.9;-;Java, Indonesia (Status: confirmed)
23/10/2021;10:32:41.433;7.08 S;130.07 E;169;4.8;-;Tanimbar Islands Reg., Indonesia (Status: confirmed)
23/10/2021;10:15:40.260;7.30 S;110.47 E;19;3.4;-;Java, Indonesia (Status: confirmed)
23/10/2021;10:01:44.643;7.20 S;110.39 E;10;2.8;-;Java, Indonesia (Status: confirmed)
23/10/2021;09:31:18.854;8.32 S;111.82 E;93;3.0;-;Java, Indonesia (Status: confirmed)
23/10/2021;09:02:48.505;7.33 S;110.38 E;10;3.0;-;Java, Indonesia (Status: confirmed)
23/10/2021;08:56:16.895;7.27 S;110.41 E;12;3.0;-;Java, Indonesia (Status: confirmed)
23/10/2021;08:55:37.972;4.81 S;103.85 E;122;3.2;-;Southern Sumatra, Indonesia (Status: confirmed)
23/10/2021;08:29:01.545;7.27 S;110.45 E;10;3.3;-;Java, Indonesia (Status: confirmed)
23/10/2021;07:12:59.851;6.07 S;129.41 E;246;4.2;-;Banda Sea (Status: confirmed)
23/10/2021;07:01:09.405;7.27 S;110.45 E;22;2.7;-;Java, Indonesia (Status: confirmed)
23/10/2021;06:22:19.666;2.54 S;120.88 E;10;2.8;-;Sulawesi, Indonesia (Status: confirmed)
23/10/2021;05:49:24.359;7.81 S;117.22 E;10;2.8;-;Bali Sea (Status: confirmed)
23/10/2021;05:37:22.553;3.38 S;128.39 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
23/10/2021;03:45:15.559;7.31 S;110.44 E;13;3.3;-;Java, Indonesia (Status: confirmed)
23/10/2021;02:56:42.045;7.22 S;110.41 E;14;2.9;-;Java, Indonesia (Status: confirmed)
23/10/2021;02:51:58.205;7.33 S;110.39 E;10;3.3;-;Java, Indonesia (Status: confirmed)
23/10/2021;02:34:45.595;7.25 S;110.43 E;16;3.0;-;Java, Indonesia (Status: confirmed)
23/10/2021;01:16:13.687;9.45 S;118.52 E;10;4.3;-;Sumbawa Region, Indonesia (Status: confirmed)
23/10/2021;00:50:40.879;0.57 S;119.87 E;10;2.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
23/10/2021;00:32:17.086;8.26 S;118.05 E;10;3.6;-;Sumbawa Region, Indonesia (Status: confirmed)
22/10/2021;23:13:00.357;8.45 S;117.19 E;10;2.9;-;Sumbawa Region, Indonesia (Status: confirmed)
22/10/2021;22:55:28.982;3.23 S;128.45 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
22/10/2021;22:39:21.570;7.35 S;110.48 E;10;2.8;-;Java, Indonesia (Status: confirmed)
22/10/2021;22:29:52.839;7.24 S;110.40 E;10;2.8;-;Java, Indonesia (Status: confirmed)
22/10/2021;22:24:11.554;0.96 S;115.61 E;10;4.1;-;Borneo (Status: confirmed)
22/10/2021;21:52:24.588;2.89 S;129.95 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
22/10/2021;21:09:31.147;4.80 S;129.93 E;177;3.7;-;Banda Sea (Status: confirmed)
22/10/2021;20:51:43.117;4.05 S;136.38 E;10;4.1;-;Irian Jaya Region, Indonesia (Status: confirmed)
22/10/2021;20:41:50.881;2.07 N;127.16 E;38;3.3;-;Northern Molucca Sea (Status: confirmed)
22/10/2021;20:31:40.588;6.96 S;130.67 E;122;4.0;-;Banda Sea (Status: confirmed)
22/10/2021;17:42:36.006;4.30 S;102.21 E;20;3.4;-;Southern Sumatra, Indonesia (Status: confirmed)
22/10/2021;17:36:13.515;0.95 S;127.91 E;10;3.0;-;Halmahera, Indonesia (Status: confirmed)
22/10/2021;17:32:05.858;7.34 S;110.30 E;14;3.0;-;Java, Indonesia (Status: confirmed)
22/10/2021;17:01:14.222;2.24 S;100.72 E;28;4.3;-;Southern Sumatra, Indonesia (Status: confirmed)
22/10/2021;16:19:56.702;0.47 S;100.11 E;20;2.0;-;Southern Sumatra, Indonesia (Status: confirmed)
22/10/2021;14:19:28.827;4.41 N;96.81 E;10;3.4;-;Northern Sumatra, Indonesia (Status: confirmed)
22/10/2021;12:41:37.410;1.98 S;122.46 E;10;3.0;-;Sulawesi, Indonesia (Status: confirmed)
22/10/2021;11:24:49.255;0.56 N;121.58 E;63;3.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
22/10/2021;08:22:03.069;3.16 S;139.90 E;33;2.8;-;Irian Jaya, Indonesia (Status: confirmed)
22/10/2021;07:55:51.412;3.80 N;127.88 E;89;3.9;-;Talaud Islands, Indonesia (Status: confirmed)
22/10/2021;07:31:40.999;8.48 S;117.13 E;11;2.5;-;Sumbawa Region, Indonesia (Status: confirmed)
22/10/2021;05:17:08.769;8.56 S;118.36 E;116;3.5;-;Sumbawa Region, Indonesia (Status: confirmed)
22/10/2021;05:07:38.578;10.62 S;118.97 E;10;3.8;-;South of Sumbawa, Indonesia (Status: confirmed)
22/10/2021;04:36:37.847;0.31 N;121.80 E;191;2.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
22/10/2021;04:20:50.509;3.06 S;119.36 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
22/10/2021;03:40:22.058;7.08 S;106.99 E;161;3.4;-;Java, Indonesia (Status: confirmed)
22/10/2021;02:48:07.377;1.79 N;98.85 E;87;2.4;-;Northern Sumatra, Indonesia (Status: confirmed)
22/10/2021;02:39:20.157;9.04 S;110.50 E;39;4.4;Yes;South of Java, Indonesia (Status: confirmed)
22/10/2021;02:21:14.356;8.88 S;112.49 E;97;5.1;Yes;Java, Indonesia (Status: confirmed)
22/10/2021;00:29:09.464;6.72 S;104.42 E;10;3.8;-;Sunda Strait, Indonesia (Status: confirmed)
21/10/2021;19:41:00.483;7.77 S;106.93 E;21;3.1;-;Java, Indonesia (Status: confirmed)
21/10/2021;19:35:14.201;7.26 S;107.58 E;10;2.6;-;Java, Indonesia (Status: confirmed)
21/10/2021;19:34:37.795;6.03 S;122.57 E;10;4.2;-;Flores Sea (Status: confirmed)
21/10/2021;18:32:27.857;8.34 S;122.25 E;10;2.8;-;Flores Region, Indonesia (Status: confirmed)
21/10/2021;18:29:21.574;7.38 S;129.37 E;139;3.9;-;Banda Sea (Status: confirmed)
21/10/2021;17:59:19.828;0.58 S;127.49 E;10;3.0;-;Halmahera, Indonesia (Status: confirmed)
21/10/2021;17:58:16.212;0.62 S;127.50 E;10;3.1;-;Halmahera, Indonesia (Status: confirmed)
21/10/2021;17:31:46.406;1.68 N;126.20 E;82;3.3;-;Northern Molucca Sea (Status: confirmed)
21/10/2021;16:04:24.314;0.33 N;126.66 E;47;3.3;-;Northern Molucca Sea (Status: confirmed)
21/10/2021;15:55:52.634;7.54 S;128.19 E;162;3.8;-;Banda Sea (Status: confirmed)
21/10/2021;15:38:32.558;3.18 S;129.13 E;21;3.2;-;Seram, Indonesia (Status: confirmed)
21/10/2021;15:21:29.649;8.67 S;117.51 E;10;3.0;-;Sumbawa Region, Indonesia (Status: confirmed)
21/10/2021;15:19:40.267;7.19 S;108.43 E;11;2.5;-;Java, Indonesia (Status: confirmed)
21/10/2021;14:29:16.483;10.28 S;120.39 E;19;3.4;-;Sumba Region, Indonesia (Status: confirmed)
21/10/2021;13:39:25.695;3.25 S;140.06 E;110;4.3;-;Irian Jaya, Indonesia (Status: confirmed)
21/10/2021;12:56:17.700;1.88 S;122.56 E;10;2.6;-;Sulawesi, Indonesia (Status: confirmed)
21/10/2021;11:55:14.905;1.87 S;122.58 E;10;3.3;-;Sulawesi, Indonesia (Status: confirmed)
21/10/2021;11:47:42.518;1.30 N;126.24 E;22;3.6;-;Northern Molucca Sea (Status: confirmed)
21/10/2021;11:44:54.480;2.83 S;129.42 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
21/10/2021;11:43:52.010;6.66 S;104.37 E;10;3.7;-;Sunda Strait, Indonesia (Status: confirmed)
21/10/2021;11:31:32.922;0.06 N;124.60 E;55;3.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
21/10/2021;07:47:28.212;2.81 N;127.20 E;23;3.9;-;Northern Molucca Sea (Status: confirmed)
21/10/2021;06:29:27.519;4.48 S;123.36 E;32;3.7;-;Banda Sea (Status: confirmed)
21/10/2021;04:48:01.816;1.78 S;133.51 E;10;3.3;-;Irian Jaya Region, Indonesia (Status: confirmed)
21/10/2021;04:38:30.943;5.08 S;104.15 E;10;3.0;-;Southern Sumatra, Indonesia (Status: confirmed)
21/10/2021;04:12:24.288;2.58 N;126.42 E;14;3.3;-;Northern Molucca Sea (Status: confirmed)
21/10/2021;03:20:21.587;1.96 S;120.46 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
21/10/2021;02:36:35.858;6.78 S;130.00 E;203;3.7;-;Banda Sea (Status: confirmed)
20/10/2021;21:42:00.516;2.19 S;127.98 E;70;3.6;-;Ceram Sea (Status: confirmed)
20/10/2021;21:18:01.784;0.83 S;121.92 E;10;3.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
20/10/2021;20:29:44.994;0.78 S;121.93 E;10;3.4;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
20/10/2021;19:02:17.217;2.44 S;134.34 E;10;3.4;-;Irian Jaya Region, Indonesia (Status: confirmed)
20/10/2021;18:53:20.689;7.70 S;106.53 E;19;4.2;Yes;Java, Indonesia (Status: confirmed)
20/10/2021;18:16:36.542;3.19 N;127.48 E;23;2.9;-;Talaud Islands, Indonesia (Status: confirmed)
20/10/2021;18:14:49.282;9.38 S;124.69 E;23;2.8;-;Timor Region (Status: confirmed)
20/10/2021;18:10:51.886;2.68 S;129.48 E;48;2.1;-;Seram, Indonesia (Status: confirmed)
20/10/2021;17:32:46.364;2.36 N;98.90 E;133;3.4;-;Northern Sumatra, Indonesia (Status: confirmed)
20/10/2021;17:29:46.598;4.04 N;95.61 E;38;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
20/10/2021;09:21:11.746;8.16 S;116.85 E;10;4.7;-;Sumbawa Region, Indonesia (Status: confirmed)
20/10/2021;06:10:50.775;2.05 S;139.33 E;36;5.0;Yes;Near North Coast of Irian Jaya (Status: confirmed)
19/10/2021;23:46:48.805;4.16 S;103.21 E;74;2.5;-;Southern Sumatra, Indonesia (Status: confirmed)
19/10/2021;23:32:26.275;0.26 N;121.99 E;94;2.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
19/10/2021;23:30:51.250;5.03 N;125.91 E;128;4.4;-;Mindanao, Philippines (Status: confirmed)
19/10/2021;23:29:48.964;6.76 S;130.45 E;17;4.1;-;Banda Sea (Status: confirmed)
19/10/2021;22:39:50.181;2.82 S;130.08 E;11;2.6;-;Seram, Indonesia (Status: confirmed)
19/10/2021;22:12:33.830;6.42 S;107.21 E;299;2.9;-;Java, Indonesia (Status: confirmed)
19/10/2021;21:23:15.356;1.81 N;127.21 E;99;3.7;-;Halmahera, Indonesia (Status: confirmed)
19/10/2021;21:17:51.103;8.66 S;109.18 E;10;3.4;-;Java, Indonesia (Status: confirmed)
19/10/2021;21:00:45.955;8.23 S;120.28 E;10;2.5;-;Flores Region, Indonesia (Status: confirmed)
19/10/2021;20:46:49.699;6.26 S;120.57 E;113;3.1;-;Flores Sea (Status: confirmed)
19/10/2021;20:45:23.140;5.15 S;102.59 E;11;2.8;-;Southern Sumatra, Indonesia (Status: confirmed)
19/10/2021;20:33:41.404;1.16 S;120.30 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
19/10/2021;20:00:29.765;0.24 S;123.02 E;10;2.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
19/10/2021;19:53:48.905;2.90 S;127.65 E;10;2.3;-;Ceram Sea (Status: confirmed)
19/10/2021;19:49:38.712;3.12 S;128.62 E;20;2.5;-;Seram, Indonesia (Status: confirmed)
19/10/2021;19:47:39.118;2.84 S;129.44 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
19/10/2021;19:44:33.015;2.49 S;120.87 E;10;2.8;-;Sulawesi, Indonesia (Status: confirmed)
19/10/2021;19:33:33.239;0.08 S;123.20 E;139;2.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
19/10/2021;16:40:36.456;0.25 N;97.73 E;16;3.6;-;Northern Sumatra, Indonesia (Status: confirmed)
19/10/2021;16:06:56.800;0.18 S;98.64 E;24;3.6;-;Southern Sumatra, Indonesia (Status: confirmed)
19/10/2021;15:46:17.555;9.94 S;115.65 E;10;3.6;-;South of Bali, Indonesia (Status: confirmed)
19/10/2021;14:07:36.474;0.23 S;122.87 E;74;2.5;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
19/10/2021;13:53:36.680;1.18 N;126.30 E;10;3.5;-;Northern Molucca Sea (Status: confirmed)
19/10/2021;13:03:36.348;3.93 S;135.98 E;13;4.5;-;Irian Jaya Region, Indonesia (Status: confirmed)
19/10/2021;12:50:34.856;3.80 N;96.39 E;35;3.1;-;Northern Sumatra, Indonesia (Status: confirmed)
19/10/2021;11:23:29.380;2.90 S;129.49 E;10;2.5;-;Seram, Indonesia (Status: confirmed)
19/10/2021;10:58:04.794;8.13 S;107.87 E;22;3.5;-;Java, Indonesia (Status: confirmed)
19/10/2021;10:37:00.190;1.15 N;126.78 E;28;3.6;-;Northern Molucca Sea (Status: confirmed)
19/10/2021;10:04:46.366;4.58 S;129.71 E;163;3.1;-;Banda Sea (Status: confirmed)
19/10/2021;08:13:02.636;0.84 N;126.16 E;10;3.4;-;Northern Molucca Sea (Status: confirmed)
19/10/2021;00:37:31.445;3.50 S;134.87 E;10;4.3;-;Irian Jaya Region, Indonesia (Status: confirmed)
19/10/2021;00:01:47.331;2.50 S;140.44 E;13;2.6;-;Near North Coast of Irian Jaya (Status: confirmed)
18/10/2021;23:28:04.683;0.81 S;122.05 E;10;3.8;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
18/10/2021;23:04:34.045;7.27 S;105.44 E;10;3.4;-;Java, Indonesia (Status: confirmed)
18/10/2021;21:15:56.178;0.31 S;122.87 E;69;3.7;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
18/10/2021;18:41:22.928;2.51 S;120.92 E;11;3.3;-;Sulawesi, Indonesia (Status: confirmed)
18/10/2021;17:40:08.660;2.48 S;120.91 E;10;3.2;-;Sulawesi, Indonesia (Status: confirmed)
18/10/2021;16:48:39.051;1.22 N;126.19 E;14;3.4;-;Northern Molucca Sea (Status: confirmed)
18/10/2021;16:29:21.274;1.13 N;128.12 E;10;4.1;-;Halmahera, Indonesia (Status: confirmed)
18/10/2021;16:21:23.787;1.86 N;127.28 E;17;2.8;-;Halmahera, Indonesia (Status: confirmed)
18/10/2021;16:05:34.335;2.53 S;141.36 E;10;3.4;-;Near N. Coast of New Guinea, PNG. (Status: confirmed)
18/10/2021;15:01:43.672;4.49 N;96.54 E;10;2.4;-;Northern Sumatra, Indonesia (Status: confirmed)
18/10/2021;13:54:43.084;2.98 S;128.75 E;35;3.1;-;Ceram Sea (Status: confirmed)
18/10/2021;13:37:02.590;1.88 N;126.28 E;14;3.2;-;Northern Molucca Sea (Status: confirmed)
18/10/2021;12:10:26.440;4.93 N;97.82 E;10;2.6;-;Northern Sumatra, Indonesia (Status: confirmed)
18/10/2021;11:05:00.488;3.76 N;95.92 E;32;2.6;-;Off West Coast of Northern Sumatra (Status: confirmed)
18/10/2021;10:15:50.691;2.50 S;120.91 E;10;2.6;-;Sulawesi, Indonesia (Status: confirmed)
18/10/2021;08:45:26.269;5.91 S;104.46 E;31;3.0;-;Southern Sumatra, Indonesia (Status: confirmed)
18/10/2021;08:34:46.940;2.54 S;120.88 E;10;3.3;-;Sulawesi, Indonesia (Status: confirmed)
18/10/2021;07:03:50.919;2.84 N;127.91 E;142;4.9;-;Northern Molucca Sea (Status: confirmed)
18/10/2021;04:53:44.703;1.51 S;120.22 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
18/10/2021;00:49:01.352;10.24 S;117.72 E;10;4.4;-;South of Sumbawa, Indonesia (Status: confirmed)
18/10/2021;00:35:55.887;1.36 N;128.13 E;80;3.7;-;Halmahera, Indonesia (Status: confirmed)
18/10/2021;00:35:54.823;1.37 N;128.07 E;99;3.8;-;Halmahera, Indonesia (Status: confirmed)
