Lat,Lon,Dep,M,Region
-5.63,102.99,468,4.5,Southern Sumatra  
-8.29,116.37,180,2.9,Sumbawa Region  
-8.84,116.32,106,2.6,Sumbawa Region  
-9.16,111.3,10,4.8,South of Java  
1.55,126.49,10,4.3,Northern Molucca Sea 
0.45,123.08,48,2.0,Minahassa Peninsula Sulawesi 
2.0,127.22,79,3.3,Halmahera  
1.77,122.97,32,2.5,Minahassa Peninsula Sulawesi 
2.55,126.89,10,3.8,Northern Molucca Sea 
-5.6,102.0,26,3.6,Southwest of Sumatra  
-10.33,119.22,14,3.7,Sumba Region  
0.69,121.39,10,3.5,Minahassa Peninsula Sulawesi 
-3.78,134.72,10,3.6,Irian Jaya Region  
1.85,127.08,70,4.4,Halmahera  
0.2,124.42,10,3.4,Minahassa Peninsula Sulawesi 
2.54,126.92,14,3.9,Northern Molucca Sea 
-5.14,103.76,13,3.1,Southern Sumatra  
-5.22,129.78,217,3.8,Banda Sea 
-2.54,127.18,21,3.1,Ceram Sea 
2.55,128.35,28,3.7,Halmahera  
-9.05,113.77,20,3.1,South of Java  
3.51,96.85,68,4.2,Northern Sumatra  
-8.57,118.38,111,3.3,Sumbawa Region  
2.94,127.78,155,4.0,Northern Molucca Sea 
-5.9,130.56,160,4.2,Banda Sea 
-5.8,101.76,10,4.8,Southwest of Sumatra  
-9.8,124.71,30,2.8,Timor Region 
-9.7,121.41,71,4.0,Savu Sea 
-6.33,103.7,10,3.4,Southwest of Sumatra  
1.15,126.35,26,4.9,Northern Molucca Sea 
-2.9,130.08,10,3.4,Seram  
-3.26,128.36,84,3.0,Seram  
-8.48,111.41,107,3.1,Java  
-1.86,133.49,10,4.1,Irian Jaya Region  
1.2,127.47,10,2.9,Halmahera  
-3.16,134.56,10,3.8,Irian Jaya Region  
-3.44,123.29,29,3.7,Sulawesi  
-7.96,118.88,30,3.1,Flores Sea 
-5.63,101.78,10,3.6,Southwest of Sumatra  
-2.82,129.73,17,3.0,Seram  
-10.36,123.4,10,3.5,Timor Region 
-9.71,118.75,10,3.4,Sumbawa Region  
-3.18,139.78,33,4.9,Irian Jaya  
-5.7,101.78,10,4.4,Southwest of Sumatra  
-5.28,102.11,10,3.9,Southern Sumatra  
-5.73,101.92,10,4.5,Southwest of Sumatra  
-5.83,101.9,10,4.4,Southwest of Sumatra  
-5.73,101.58,36,6.3,Southwest of Sumatra  
1.09,128.37,14,3.0,Halmahera  
-5.71,101.63,10,5.2,Southwest of Sumatra  
-5.57,101.62,13,5.4,Southwest of Sumatra  
4.85,127.29,108,5.2,Talaud Islands  
-10.21,119.18,11,3.6,Sumba Region  
-0.4,122.76,11,4.6,Minahassa Peninsula Sulawesi 
0.09,97.3,750,3.2,Northern Sumatra  
-8.49,109.25,30,3.7,Java  
-1.39,100.43,56,3.9,Southern Sumatra  
0.21,98.65,18,3.6,Northern Sumatra  
-9.77,119.19,11,3.3,Sumba Region  
-5.58,103.89,77,3.5,Southern Sumatra  
1.99,97.7,23,4.3,Northern Sumatra  
-8.42,116.75,22,3.4,Sumbawa Region  
-8.67,124.0,18,3.2,Timor Region 
1.48,126.97,94,3.4,Northern Molucca Sea 
-6.48,130.02,184,4.9,Banda Sea 
-6.52,103.69,10,3.9,Southwest of Sumatra  
-5.88,130.77,147,4.5,Banda Sea 
-6.5,130.01,173,5.3,Banda Sea 
-8.31,116.83,18,2.4,Sumbawa Region  
0.28,124.99,13,3.8,Minahassa Peninsula Sulawesi 
-4.02,129.47,10,3.5,Banda Sea 
1.73,126.58,10,3.5,Northern Molucca Sea 
-10.79,117.27,10,4.3,South of Sumbawa  
-8.73,113.01,114,3.4,Java  
1.66,125.56,92,3.6,Northern Molucca Sea 
-2.62,119.02,12,2.6,Sulawesi  
-9.56,119.93,59,4.8,Sumba Region  
-2.51,127.36,10,3.4,Ceram Sea 
-0.18,123.13,30,3.5,Minahassa Peninsula Sulawesi 
3.51,97.11,37,3.4,Northern Sumatra  
-9.54,117.55,20,3.1,Sumbawa Region  
-7.71,106.93,10,3.6,Java  
-3.48,128.87,94,3.8,Seram  
-1.9,100.4,17,3.9,Southern Sumatra  
-9.41,111.33,10,4.9,South of Java  
5.73,127.05,60,5.5,Philippine Islands Region 
0.31,121.71,155,3.5,Minahassa Peninsula Sulawesi 
-2.99,129.18,11,3.6,Seram  
0.79,124.32,211,3.1,Minahassa Peninsula Sulawesi 
-8.44,116.96,14,2.4,Sumbawa Region  
-7.46,106.04,15,3.2,Java  
0.23,122.23,154,2.9,Minahassa Peninsula Sulawesi 
-2.94,129.18,10,4.7,Seram  
-10.2,119.19,32,3.1,Sumba Region  
-6.9,127.0,398,4.4,Banda Sea 
0.14,124.53,10,2.5,Minahassa Peninsula Sulawesi 
-7.51,106.03,20,3.2,Java  
-2.76,122.36,11,2.4,Sulawesi  
-4.04,102.56,16,2.5,Southern Sumatra  
1.55,126.41,10,2.8,Northern Molucca Sea 
-2.96,139.84,27,2.6,Near North Coast of Irian Jaya 
1.2,98.07,13,3.1,Northern Sumatra  
-2.9,129.41,10,3.5,Seram  
1.34,126.48,15,3.3,Northern Molucca Sea 
1.78,126.02,24,3.6,Northern Molucca Sea 
-2.97,138.73,10,4.2,Irian Jaya  
-8.14,115.46,10,3.5,Bali Region  
1.43,123.23,10,3.7,Minahassa Peninsula Sulawesi 
-6.41,130.88,120,4.4,Banda Sea 
-7.74,108.64,84,2.9,Java  
4.48,96.42,13,3.2,Northern Sumatra  
2.68,127.06,10,3.7,Northern Molucca Sea 
-0.08,123.02,106,2.6,Minahassa Peninsula Sulawesi 
1.78,127.52,142,4.0,Halmahera  
-2.44,139.7,41,3.0,Near North Coast of Irian Jaya 
-8.74,118.98,124,3.1,Sumbawa Region  
-1.82,122.65,10,3.1,Sulawesi  
-2.71,140.53,10,2.7,Near North Coast of Irian Jaya 
-8.53,108.14,20,3.4,Java  
-9.86,118.71,10,3.3,Sumbawa Region  
-2.02,100.58,19,3.3,Southern Sumatra  
-9.3,121.56,48,3.8,Savu Sea 
1.19,126.41,37,3.5,Northern Molucca Sea 
-9.84,118.84,17,3.4,Sumbawa Region  
-3.3,140.06,91,3.9,Irian Jaya  
-8.21,118.27,168,4.1,Sumbawa Region  
-9.33,107.06,10,3.9,South of Java  
-0.69,124.39,10,3.7,Southern Molucca Sea 
-9.71,119.84,46,2.8,Sumba Region  
-5.05,104.23,14,2.7,Southern Sumatra  
-3.26,139.43,86,3.3,Irian Jaya  
-5.07,129.63,213,4.1,Banda Sea 
-0.26,123.93,36,3.1,Minahassa Peninsula Sulawesi 
-8.8,110.34,32,3.1,Java  
-4.95,119.67,10,2.0,Sulawesi  
4.0,97.01,10,3.1,Northern Sumatra  
3.94,96.96,10,2.5,Northern Sumatra  
0.41,123.12,10,3.7,Minahassa Peninsula Sulawesi 
-6.58,123.16,23,3.9,Banda Sea 
-8.22,107.15,52,4.3,Java  
3.83,95.84,17,3.6,Off West Coast of Northern Sumatra 
-4.94,103.99,10,3.8,Southern Sumatra  
-8.64,110.02,10,3.3,Java  
-0.57,123.27,10,4.5,Minahassa Peninsula Sulawesi 
-0.2,124.51,45,5.1,Southern Molucca Sea 
-7.52,128.68,184,4.5,Banda Sea 
-1.82,128.9,36,4.6,Halmahera  
-10.0,117.81,10,4.1,Sumbawa Region  
-2.15,120.63,10,3.5,Sulawesi  
-1.53,99.23,11,3.5,Southern Sumatra  
-4.71,133.95,42,4.4,Irian Jaya Region  
1.71,99.25,10,3.1,Northern Sumatra  
1.77,99.18,10,3.1,Northern Sumatra  
-10.0,117.8,10,4.3,South of Sumbawa  
-3.67,140.07,25,3.2,Irian Jaya  
-3.65,140.59,50,2.6,Irian Jaya  
-7.95,117.48,314,3.5,Bali Sea 
0.39,99.42,10,4.0,Northern Sumatra  
4.91,127.43,20,4.8,Talaud Islands  
-9.87,117.79,20,4.3,Sumbawa Region  
-4.49,102.19,48,4.8,Southern Sumatra  
-2.82,122.38,10,3.6,Sulawesi  
-8.51,118.37,115,3.5,Sumbawa Region  
-9.83,117.7,10,3.2,Sumbawa Region  
-9.91,117.8,10,3.5,Sumbawa Region  
1.75,99.21,10,2.9,Northern Sumatra  
-9.89,117.76,10,4.3,Sumbawa Region  
-0.11,121.97,264,3.8,Minahassa Peninsula Sulawesi 
-7.56,128.9,142,4.8,Banda Sea 
-1.66,128.46,10,4.8,Halmahera  
-0.07,121.24,12,2.7,Minahassa Peninsula Sulawesi 
-9.96,117.77,10,4.4,Sumbawa Region  
-2.25,119.18,19,3.6,Sulawesi  
-2.74,120.54,10,2.7,Sulawesi  
-4.66,133.91,10,4.4,Irian Jaya Region  
-2.8,122.31,10,3.1,Sulawesi  
-2.81,122.38,10,3.3,Sulawesi  
-4.82,134.05,97,4.3,Irian Jaya Region  
-2.8,122.4,10,3.6,Sulawesi  
-0.32,124.01,42,4.1,Southern Molucca Sea 
-9.1,111.3,10,4.7,South of Java  
1.44,97.71,46,4.7,Northern Sumatra  
-2.88,122.29,10,3.7,Sulawesi  
-2.84,122.35,10,4.7,Sulawesi  
-0.37,135.17,33,3.9,Irian Jaya Region  
-2.88,129.94,10,3.4,Seram  
2.52,95.89,10,4.4,Off West Coast of Northern Sumatra 
0.6,97.09,13,3.1,Northern Sumatra  
-1.81,128.21,25,3.4,Halmahera  
2.58,128.62,220,4.3,Halmahera  
-8.57,107.97,10,3.2,Java  
0.5,125.1,21,3.5,Northern Molucca Sea 
-2.92,122.32,10,3.1,Sulawesi  
-9.28,113.04,10,4.0,South of Java  
0.5,97.01,29,3.2,Northern Sumatra  
-0.53,119.81,11,3.8,Minahassa Peninsula Sulawesi 
-7.75,106.52,20,3.5,Java  
-3.01,118.89,21,4.8,Sulawesi  
0.17,119.61,18,3.8,Minahassa Peninsula Sulawesi 
-4.98,104.64,205,4.1,Southern Sumatra  
-2.36,127.66,10,3.0,Ceram Sea 
-0.22,124.74,11,4.0,Southern Molucca Sea 
-0.7,97.16,66,3.8,Southwest of Sumatra  
-3.17,129.18,23,2.5,Seram  
-8.43,108.95,67,4.3,Java  
-8.53,117.62,130,3.9,Sumbawa Region  
2.07,99.03,10,2.9,Northern Sumatra  
-0.28,124.54,26,4.3,Southern Molucca Sea 
0.53,99.9,145,3.6,Northern Sumatra  
-0.77,122.86,10,2.9,Minahassa Peninsula Sulawesi 
2.01,96.38,30,3.6,Northern Sumatra  
4.21,126.62,31,4.7,Talaud Islands  
4.01,126.69,49,5.2,Talaud Islands  
-7.54,128.54,94,4.3,Banda Sea 
2.44,126.92,16,3.3,Northern Molucca Sea 
0.17,119.88,10,3.2,Minahassa Peninsula Sulawesi 
4.52,94.94,42,4.0,Off West Coast of Northern Sumatra 
1.78,99.26,10,2.8,Northern Sumatra  
2.45,126.91,10,3.4,Northern Molucca Sea 
2.24,128.26,69,4.7,Halmahera  
0.24,125.95,10,3.2,Northern Molucca Sea 
-4.81,129.69,197,3.8,Banda Sea 
-6.14,103.8,10,3.2,Southwest of Sumatra  
0.77,125.07,53,2.9,Northern Molucca Sea 
-4.52,132.73,10,4.8,Irian Jaya Region  
4.91,127.34,75,4.7,Talaud Islands  
-8.01,114.2,10,2.8,Bali Region  
-8.02,114.2,10,2.7,Bali Region  
-6.86,102.79,10,4.1,Southwest of Sumatra  
-8.12,107.89,14,4.0,Java  
-0.9,123.44,10,3.2,Minahassa Peninsula Sulawesi 
-0.21,124.45,10,4.4,Southern Molucca Sea 
-5.65,120.67,13,2.5,Sulawesi  
1.64,122.49,10,4.1,Minahassa Peninsula Sulawesi 
-3.23,101.89,54,3.3,Southern Sumatra  
1.86,121.65,527,4.0,Minahassa Peninsula Sulawesi 
-7.98,110.44,14,2.2,Java  
1.67,99.23,10,2.8,Northern Sumatra  
-8.67,120.52,10,3.9,Flores Region  
-2.54,127.38,10,3.9,Ceram Sea 
0.17,121.76,146,3.0,Minahassa Peninsula Sulawesi 
-1.03,99.54,54,3.2,Southern Sumatra  
4.36,126.94,28,4.5,Talaud Islands  
-0.33,123.0,75,3.8,Minahassa Peninsula Sulawesi 
-9.35,106.99,23,4.1,South of Java  
-5.14,130.78,10,4.0,Banda Sea 
0.67,126.65,12,3.3,Northern Molucca Sea 
-2.97,118.86,10,4.6,Sulawesi  
-3.02,128.33,26,2.7,Seram  
-8.06,107.36,21,3.8,Java  
-9.55,112.17,18,3.5,South of Java  
-5.64,133.77,16,5.4,Aru Islands Region  
-0.12,123.08,99,4.0,Minahassa Peninsula Sulawesi 
-2.89,122.31,10,3.9,Sulawesi  
-5.54,133.71,10,5.0,Aru Islands Region  
0.88,122.86,22,4.2,Minahassa Peninsula Sulawesi 
-7.87,105.91,14,3.7,Java  
-0.02,122.8,132,3.1,Minahassa Peninsula Sulawesi 
-2.8,129.47,14,3.4,Seram  
-7.77,119.06,10,3.1,Flores Sea 
-1.11,121.38,34,2.7,Sulawesi  
-7.83,121.92,10,3.4,Flores Sea 
-5.14,103.72,10,2.8,Southern Sumatra  
1.15,122.33,47,3.3,Minahassa Peninsula Sulawesi 
-9.14,110.63,10,3.3,South of Java  
-2.87,129.66,22,3.5,Seram  
-7.87,117.67,22,3.1,Bali Sea 
-8.36,107.8,10,2.9,Java  
-8.3,119.58,173,4.1,Flores Region  
4.99,127.24,12,4.5,Talaud Islands  
0.54,125.58,10,4.7,Northern Molucca Sea 
-3.45,139.29,50,4.0,Irian Jaya  
0.45,98.61,10,3.7,Northern Sumatra  
-9.12,110.36,10,4.6,South of Java  
-6.73,129.88,193,4.6,Banda Sea 
-1.05,134.67,52,3.1,Irian Jaya Region  
-4.5,102.54,63,5.1,Southern Sumatra  
4.28,95.4,34,3.0,Northern Sumatra  
1.59,121.96,482,4.6,Minahassa Peninsula Sulawesi 
-2.52,120.71,10,3.5,Sulawesi  
1.44,121.66,489,3.9,Minahassa Peninsula Sulawesi 
-2.84,126.25,10,3.5,Ceram Sea 
4.66,96.57,10,4.5,Northern Sumatra  
-2.84,129.44,13,3.5,Seram  
-6.25,122.14,17,3.9,Flores Sea 
-5.9,103.86,26,3.8,Southern Sumatra  
-2.91,129.56,10,5.0,Seram  
-0.0,123.5,135,4.2,Minahassa Peninsula Sulawesi 
-4.48,102.77,30,2.9,Southern Sumatra  
-9.51,120.45,49,4.0,Sumba Region  
2.54,126.84,10,4.2,Northern Molucca Sea 
-5.12,103.74,14,3.2,Southern Sumatra  
-4.82,126.82,406,4.8,Banda Sea 
-8.32,121.47,227,4.6,Flores Region  
0.66,122.9,311,2.1,Minahassa Peninsula Sulawesi 
2.22,97.98,22,4.0,Northern Sumatra  
-2.68,126.32,10,4.1,Ceram Sea 
-8.74,118.39,110,4.4,Sumbawa Region  
0.25,99.34,10,3.8,Northern Sumatra  
1.98,117.98,19,3.9,Borneo 
-7.67,119.04,10,3.2,Flores Sea 
2.93,98.52,10,2.1,Northern Sumatra  
-1.95,99.68,19,4.3,Southern Sumatra  
3.97,95.51,27,3.2,Off West Coast of Northern Sumatra 
4.98,127.39,47,4.8,Talaud Islands  
-8.15,120.2,10,4.0,Flores Region  
-0.01,124.48,53,3.5,Southern Molucca Sea 
0.27,97.01,19,3.8,Northern Sumatra  
-0.34,122.91,48,3.0,Minahassa Peninsula Sulawesi 
-0.12,123.68,141,3.6,Minahassa Peninsula Sulawesi 
-2.84,122.33,10,2.7,Sulawesi  
0.5,97.04,28,2.7,Northern Sumatra  
-1.52,100.38,37,3.5,Southern Sumatra  
-2.97,118.83,11,3.7,Sulawesi  
-5.14,103.76,10,3.3,Southern Sumatra  
2.43,98.68,10,2.8,Northern Sumatra  
2.38,98.69,10,2.5,Northern Sumatra  
0.35,123.76,198,4.2,Minahassa Peninsula Sulawesi 
-6.49,130.04,150,4.6,Banda Sea 
1.56,99.65,170,3.5,Northern Sumatra  
-0.38,123.12,28,4.1,Minahassa Peninsula Sulawesi 
-8.56,111.65,57,3.0,Java  
-2.67,138.87,10,4.9,Irian Jaya  
1.73,126.37,24,3.2,Northern Molucca Sea 
-8.45,120.57,164,3.7,Flores Region  
-5.13,103.76,14,3.4,Southern Sumatra  
-5.11,103.75,10,2.9,Southern Sumatra  
-5.18,103.76,10,2.8,Southern Sumatra  
1.26,126.22,10,3.6,Northern Molucca Sea 
-2.73,121.9,10,3.9,Sulawesi  
-5.14,103.73,10,5.1,Southern Sumatra  
-3.01,122.01,16,3.3,Sulawesi  
0.31,125.99,10,4.3,Northern Molucca Sea 
-0.08,123.48,133,4.8,Minahassa Peninsula Sulawesi 
-10.44,123.8,10,4.9,Timor Region 
-1.73,122.19,10,3.6,Sulawesi  
-0.03,122.19,13,2.5,Minahassa Peninsula Sulawesi 
-8.42,116.13,61,2.7,Sumbawa Region  
-0.26,122.08,10,2.5,Minahassa Peninsula Sulawesi 
-9.45,115.66,21,3.0,South of Bali  
-8.79,110.95,38,4.1,Java  
-8.42,129.55,10,4.7,Timor Sea 
1.27,126.26,10,3.7,Northern Molucca Sea 
-7.13,122.29,10,3.3,Flores Sea 
-9.14,119.2,10,3.3,Sumba Region  
-2.71,130.16,34,3.3,Seram  
-2.33,127.74,23,3.5,Ceram Sea 
3.9,123.36,500,4.6,Celebes Sea 
-1.83,133.43,11,3.1,Irian Jaya Region  
-2.31,133.34,27,2.8,Irian Jaya Region  
-0.07,123.24,137,3.1,Minahassa Peninsula Sulawesi 
-0.14,123.44,34,3.5,Minahassa Peninsula Sulawesi 
-0.18,122.86,105,3.6,Minahassa Peninsula Sulawesi 
-7.69,118.98,10,3.4,Flores Sea 
-9.6,118.91,22,2.5,Sumbawa Region  
-3.62,123.44,13,3.5,Sulawesi  
0.5,97.01,28,3.4,Northern Sumatra  
-1.89,122.71,11,3.1,Sulawesi  
-7.84,119.52,10,3.2,Flores Sea 
4.8,94.58,10,3.8,Off West Coast of Northern Sumatra 
0.56,97.07,20,3.6,Northern Sumatra  
-6.83,127.49,385,4.9,Banda Sea 
-9.52,114.35,11,3.1,South of Bali  
0.27,96.95,18,3.7,Off West Coast of Northern Sumatra 
-9.14,124.27,31,3.7,Timor Region 
1.1,121.53,10,3.9,Minahassa Peninsula Sulawesi 
0.46,98.39,10,3.1,Northern Sumatra  
1.48,127.07,105,3.5,Halmahera  
3.52,96.86,43,2.2,Northern Sumatra  
-8.13,123.93,165,3.1,Flores Region  
-5.1,104.29,10,3.0,Southern Sumatra  
-3.01,118.8,47,2.8,Sulawesi  
-7.36,106.63,81,3.1,Java  
4.74,126.65,15,4.2,Talaud Islands  
1.64,122.86,10,3.9,Minahassa Peninsula Sulawesi 
-9.21,117.36,10,2.5,Sumbawa Region  
-6.52,122.4,421,3.9,Flores Sea 
3.45,97.6,111,2.6,Northern Sumatra  
-1.84,133.46,30,3.0,Irian Jaya Region  
-1.79,133.46,10,4.4,Irian Jaya Region  
-1.74,133.43,10,3.3,Irian Jaya Region  
-1.65,133.44,10,4.0,Irian Jaya Region  
-1.84,133.57,46,3.5,Irian Jaya Region  
2.37,121.28,10,3.8,Celebes Sea 
-1.66,133.78,10,3.4,Irian Jaya Region  
-7.98,118.3,81,2.8,Flores Sea 
4.02,125.95,146,4.5,Talaud Islands  
-8.12,120.16,183,3.2,Flores Region  
-2.69,101.02,20,3.4,Southern Sumatra  
-9.55,112.89,10,3.8,South of Java  
-0.41,123.06,49,3.8,Minahassa Peninsula Sulawesi 
-0.49,121.92,15,3.2,Minahassa Peninsula Sulawesi 
-0.68,123.4,10,3.7,Minahassa Peninsula Sulawesi 
-4.53,138.84,26,4.8,Irian Jaya  
1.91,123.79,709,3.9,Minahassa Peninsula Sulawesi 
-2.94,118.61,10,2.6,Sulawesi  
-2.28,101.91,147,3.0,Southern Sumatra  
-2.56,120.28,10,2.2,Sulawesi  
-0.02,122.46,20,2.6,Minahassa Peninsula Sulawesi 
-1.95,133.69,10,3.6,Irian Jaya Region  
-8.27,116.19,10,2.6,Sumbawa Region  
-2.99,122.35,10,2.6,Sulawesi  
-1.87,133.48,10,5.2,Irian Jaya Region  
0.0,123.15,133,3.0,Minahassa Peninsula Sulawesi 
-3.0,118.8,35,2.4,Sulawesi  
-8.71,124.28,72,2.3,Timor Region 
-8.4,107.97,10,3.0,Java  
-8.41,116.91,14,2.2,Sumbawa Region  
-0.15,123.41,136,3.4,Minahassa Peninsula Sulawesi 
-4.53,102.51,27,5.0,Southern Sumatra  
-2.26,120.85,10,3.6,Sulawesi  
0.15,123.79,14,2.6,Minahassa Peninsula Sulawesi 
-8.2,116.37,10,2.5,Sumbawa Region  
-6.89,129.56,197,4.7,Banda Sea 
-8.01,108.74,73,2.6,Java  
-3.05,140.05,44,3.7,Irian Jaya  
-8.96,110.37,50,3.2,Java  
-2.45,140.48,24,2.9,Near North Coast of Irian Jaya 
-0.12,121.22,10,2.4,Minahassa Peninsula Sulawesi 
2.13,128.73,10,4.5,Halmahera  
-2.63,101.59,137,3.3,Southern Sumatra  
-8.17,117.89,25,2.1,Sumbawa Region  
0.78,126.09,10,3.6,Northern Molucca Sea 
-2.95,118.88,14,3.1,Sulawesi  
0.07,126.61,28,4.4,Northern Molucca Sea 
2.64,98.96,10,2.5,Northern Sumatra  
0.2,125.01,12,3.8,Northern Molucca Sea 
-2.85,122.33,10,2.8,Sulawesi  
-2.4,140.52,10,3.8,Near North Coast of Irian Jaya 
-3.59,102.09,59,3.9,Southern Sumatra  
-1.85,119.73,10,3.5,Sulawesi  
4.89,96.06,10,2.7,Northern Sumatra  
4.18,96.32,14,2.9,Northern Sumatra  
0.22,123.58,119,3.8,Minahassa Peninsula Sulawesi 
4.42,96.51,10,3.4,Northern Sumatra  
-3.22,125.99,10,3.6,Ceram Sea 
-3.64,122.52,10,3.2,Sulawesi  
4.39,96.55,10,3.6,Northern Sumatra  
-2.37,120.99,10,2.5,Sulawesi  
-3.38,128.35,10,2.3,Seram  
-6.16,131.47,37,4.7,Tanimbar Islands Reg.  
-2.86,122.3,10,3.8,Sulawesi  
4.84,127.32,90,4.9,Talaud Islands  
1.75,126.44,10,3.7,Northern Molucca Sea 
3.58,95.55,28,3.9,Off West Coast of Northern Sumatra 
5.04,127.47,110,5.0,Philippine Islands Region 
-3.93,141.57,49,4.9,New Guinea Papua New Guinea 
-9.41,115.06,21,3.5,South of Bali  
-0.71,134.08,10,4.0,Irian Jaya Region  
-9.16,123.2,57,3.7,Timor Region 
1.68,126.34,10,3.9,Northern Molucca Sea 
-9.42,118.4,26,4.4,Sumbawa Region  
4.94,127.18,136,4.2,Talaud Islands  
-8.22,119.2,10,3.0,Flores Region  
4.94,127.28,117,4.7,Talaud Islands  
-2.94,129.83,11,2.5,Seram  
4.95,127.28,141,4.6,Talaud Islands  
-2.88,129.84,10,3.4,Seram  
4.84,127.38,14,4.2,Talaud Islands  
4.93,127.3,29,4.7,Talaud Islands  
-0.8,128.14,10,3.3,Halmahera  
4.95,127.46,116,7.0,Talaud Islands  
-5.07,103.11,25,3.2,Southern Sumatra  
-2.9,118.91,10,4.0,Sulawesi  
2.94,98.52,10,2.5,Northern Sumatra  
2.97,98.53,10,2.1,Northern Sumatra  
-8.74,116.24,85,2.7,Sumbawa Region  
-9.17,117.98,69,3.1,Sumbawa Region  
-1.69,122.39,10,3.1,Sulawesi  
-6.35,128.66,320,4.6,Banda Sea 
-2.95,121.94,12,2.9,Sulawesi  
5.08,95.2,57,3.6,Northern Sumatra  
-2.8,122.38,10,4.3,Sulawesi  
-2.82,122.39,10,4.4,Sulawesi  
-7.01,106.32,10,3.0,Java  
-0.83,122.39,10,4.0,Minahassa Peninsula Sulawesi 
-9.09,114.17,10,2.5,South of Bali  
-3.09,135.57,10,4.2,Irian Jaya Region  
-7.83,107.26,27,3.6,Java  
-8.88,117.58,10,2.8,Sumbawa Region  
3.47,124.59,323,4.2,Celebes Sea 
-6.34,103.69,10,3.0,Southwest of Sumatra  
-0.14,123.71,139,4.0,Minahassa Peninsula Sulawesi 
4.41,96.54,10,2.7,Northern Sumatra  
1.31,126.86,28,3.0,Northern Molucca Sea 
0.19,97.23,27,3.8,Northern Sumatra  
-0.68,131.74,10,3.4,Irian Jaya Region  
0.19,97.18,26,3.7,Northern Sumatra  
-2.89,130.46,21,3.3,Seram  
-2.89,118.86,10,2.3,Sulawesi  
-2.39,119.5,10,3.8,Sulawesi  
-6.64,129.97,193,4.7,Banda Sea 
-5.93,131.74,91,5.0,Banda Sea 
-8.93,110.59,50,5.0,Java  
-7.27,106.02,18,3.4,Java  
-9.35,114.84,27,3.8,South of Bali  
2.79,99.02,167,3.5,Northern Sumatra  
-0.04,122.91,152,2.5,Minahassa Peninsula Sulawesi 
-7.02,106.76,10,2.2,Java  
-7.81,107.27,30,3.2,Java  
0.69,122.33,88,2.8,Minahassa Peninsula Sulawesi 
-8.66,124.46,10,3.7,Timor Region 
-2.45,121.6,10,3.0,Sulawesi  
-8.11,107.84,27,3.6,Java  
-1.8,128.91,10,5.1,Halmahera  
-0.15,124.82,10,4.5,Southern Molucca Sea 
-7.44,125.32,434,5.3,Banda Sea 
-6.89,105.33,17,3.6,Sunda Strait  
0.14,120.07,17,5.0,Minahassa Peninsula Sulawesi 
-8.67,119.01,106,3.2,Flores Region  
4.7,96.22,10,2.8,Northern Sumatra  
-0.17,124.84,10,3.1,Southern Molucca Sea 
1.35,96.88,24,2.7,Off West Coast of Northern Sumatra 
0.4,122.03,35,2.9,Minahassa Peninsula Sulawesi 
-2.66,129.55,10,3.1,Seram  
-1.85,128.38,10,3.7,Halmahera  
-8.87,110.24,10,3.5,Java  
-1.78,133.18,15,3.5,Irian Jaya Region  
-8.26,116.7,12,2.4,Sumbawa Region  
-2.99,118.88,20,3.5,Sulawesi  
-8.32,116.75,14,2.5,Sumbawa Region  
-1.3,120.3,10,2.5,Sulawesi  
-9.17,113.18,10,3.4,South of Java  
2.74,128.46,211,3.9,Halmahera  
-6.6,105.41,10,3.2,Sunda Strait  
-2.94,118.88,14,3.5,Sulawesi  
-8.62,117.48,10,2.8,Sumbawa Region  
0.06,124.46,31,3.2,Minahassa Peninsula Sulawesi 
-2.93,118.91,10,3.7,Sulawesi  
-2.37,120.95,10,2.8,Sulawesi  
-2.62,121.04,17,2.1,Sulawesi  
-8.3,120.39,10,3.2,Flores Region  
-8.97,112.95,17,3.9,Java  
0.61,124.47,117,4.4,Minahassa Peninsula Sulawesi 
0.8,97.08,29,3.8,Northern Sumatra  
1.58,95.6,10,4.2,Off West Coast of Northern Sumatra 
-9.25,119.91,14,4.0,Sumba Region  
-1.76,139.16,36,3.8,Near North Coast of Irian Jaya 
-8.6,121.75,170,3.6,Flores Region  
-0.19,124.96,10,4.2,Southern Molucca Sea 
-3.89,129.47,10,3.9,Seram  
5.43,95.38,10,3.4,Northern Sumatra  
-2.92,119.03,13,2.6,Sulawesi  
2.06,126.32,10,3.4,Northern Molucca Sea 
-9.09,118.87,62,3.1,Sumbawa Region  
-2.86,128.01,10,2.9,Ceram Sea 
-9.05,117.19,10,2.8,Sumbawa Region  
-8.71,121.31,161,3.2,Flores Region  
-0.6,123.36,10,3.4,Minahassa Peninsula Sulawesi 
0.67,129.29,10,4.1,Halmahera  
-2.9,118.94,11,3.4,Sulawesi  
-6.47,103.84,54,5.3,Southwest of Sumatra  
-1.53,99.86,58,3.7,Southern Sumatra  
-0.14,123.03,135,3.5,Minahassa Peninsula Sulawesi 
-6.0,103.95,17,3.7,Southern Sumatra  
-3.95,120.13,10,3.8,Sulawesi  
-2.92,118.94,10,4.7,Sulawesi  
1.46,126.03,75,5.3,Northern Molucca Sea 
-0.22,122.32,19,3.6,Minahassa Peninsula Sulawesi 
-8.91,111.15,10,3.1,Java  
2.17,126.08,16,3.5,Northern Molucca Sea 
-8.71,117.66,111,2.9,Sumbawa Region  
-3.41,128.34,11,3.5,Seram  
-8.55,108.69,44,4.4,Java  
