Lat,Lon,Dep,M,Region
-6.56,105.47,10,3.3,Sunda Strait  
-9.7,119.19,10,3.6,Sumba Region  
-6.56,105.48,10,2.5,Sunda Strait  
-6.58,105.44,10,3.1,Sunda Strait  
-6.56,105.46,10,2.9,Sunda Strait  
0.85,126.12,10,3.3,Northern Molucca Sea 
-8.2,124.88,10,3.5,Timor Region 
0.46,96.72,10,3.1,Off West Coast of Northern Sumatra 
2.66,98.79,10,2.5,Northern Sumatra  
-6.59,105.44,10,2.9,Sunda Strait  
0.28,96.41,10,3.1,Off West Coast of Northern Sumatra 
-6.55,105.46,10,3.0,Sunda Strait  
-6.95,126.81,439,4.1,Banda Sea 
-6.58,105.46,10,3.3,Sunda Strait  
-6.58,105.46,10,3.2,Sunda Strait  
0.36,96.66,10,3.8,Off West Coast of Northern Sumatra 
0.33,96.64,14,3.9,Off West Coast of Northern Sumatra 
-6.57,105.43,10,3.1,Sunda Strait  
-6.59,105.47,10,3.1,Sunda Strait  
-9.43,123.22,27,3.3,Timor Region 
-9.17,124.11,54,2.8,Timor Region 
-6.59,105.45,10,3.5,Sunda Strait  
-6.57,105.47,10,3.3,Sunda Strait  
-6.52,105.49,10,3.5,Sunda Strait  
-6.57,105.46,10,3.3,Sunda Strait  
-6.56,105.43,10,3.2,Sunda Strait  
-0.33,134.65,10,3.9,Irian Jaya Region  
-8.68,124.25,87,2.7,Timor Region 
0.42,96.76,10,3.7,Off West Coast of Northern Sumatra 
2.58,98.84,14,2.2,Northern Sumatra  
2.47,98.89,10,2.1,Northern Sumatra  
-6.53,105.49,10,3.6,Sunda Strait  
2.23,99.24,10,3.0,Northern Sumatra  
2.66,98.77,10,2.1,Northern Sumatra  
2.49,98.87,10,2.6,Northern Sumatra  
-0.25,100.36,10,3.0,Southern Sumatra  
-6.53,105.5,10,4.5,Sunda Strait  
-6.4,105.44,10,3.3,Sunda Strait  
-6.58,105.4,10,2.8,Sunda Strait  
-6.56,105.46,10,3.6,Sunda Strait  
-6.57,105.46,10,3.4,Sunda Strait  
0.42,96.66,49,3.9,Off West Coast of Northern Sumatra 
-6.51,105.51,10,3.5,Sunda Strait  
-6.65,105.42,10,5.2,Sunda Strait  
-6.57,105.46,10,4.9,Sunda Strait  
-7.59,106.77,35,2.8,Java  
4.93,127.44,112,5.6,Talaud Islands  
-4.29,138.5,148,4.6,Irian Jaya  
2.58,98.81,10,2.5,Northern Sumatra  
-0.38,100.21,10,2.2,Southern Sumatra  
0.43,96.73,10,3.7,Off West Coast of Northern Sumatra 
-0.24,100.4,10,2.6,Southern Sumatra  
0.07,97.86,13,3.7,Northern Sumatra  
0.35,96.63,11,3.5,Off West Coast of Northern Sumatra 
5.24,95.57,10,2.8,Northern Sumatra  
-8.22,107.2,10,4.7,Java  
-2.44,121.16,10,3.1,Sulawesi  
0.35,96.6,10,4.1,Off West Coast of Northern Sumatra 
-3.83,101.62,26,3.1,Southern Sumatra  
-9.64,120.26,42,3.9,Sumba Region  
2.5,98.9,10,2.6,Northern Sumatra  
-5.85,101.72,20,4.6,Southwest of Sumatra  
-2.53,121.17,10,2.4,Sulawesi  
-1.56,119.44,10,3.4,Sulawesi  
2.36,126.84,12,3.7,Northern Molucca Sea 
-7.16,120.81,370,2.8,Flores Sea 
1.62,126.96,105,4.4,Northern Molucca Sea 
1.72,99.21,10,2.6,Northern Sumatra  
1.67,127.11,88,3.8,Halmahera  
1.26,97.03,22,3.6,Northern Sumatra  
0.12,96.78,10,3.0,Off West Coast of Northern Sumatra 
-8.66,116.27,104,2.2,Sumbawa Region  
-3.24,128.33,10,2.5,Seram  
5.26,94.61,19,3.5,Northern Sumatra  
0.86,125.93,10,3.7,Northern Molucca Sea 
-5.08,102.14,11,5.7,Southern Sumatra  
-9.46,114.84,36,3.6,South of Bali  
-0.27,122.89,28,2.2,Minahassa Peninsula Sulawesi 
-1.88,133.04,10,2.5,Irian Jaya Region  
-2.29,120.98,10,2.2,Sulawesi  
-2.69,135.36,10,3.1,Irian Jaya Region  
-8.88,111.08,10,2.9,Java  
0.22,124.84,32,3.9,Minahassa Peninsula Sulawesi 
-9.31,120.49,35,2.9,Sumba Region  
-2.39,128.58,10,2.9,Ceram Sea 
-0.31,100.13,16,2.1,Southern Sumatra  
-9.45,121.87,23,2.2,Savu Sea 
-0.24,122.87,10,2.4,Minahassa Peninsula Sulawesi 
-0.33,100.22,10,3.2,Southern Sumatra  
-0.37,100.2,10,3.1,Southern Sumatra  
-0.27,100.31,10,4.0,Southern Sumatra  
-8.85,112.39,31,3.1,Java  
-8.84,112.14,13,3.0,Java  
-8.75,112.32,79,3.1,Java  
-3.38,128.81,10,2.7,Seram  
-8.68,112.31,115,5.8,Java  
-2.67,140.49,18,2.3,Near North Coast of Irian Jaya 
-1.85,133.58,10,3.0,Irian Jaya Region  
-1.5,135.93,18,3.2,Irian Jaya Region  
-8.58,117.8,136,3.8,Sumbawa Region  
-8.24,119.26,18,2.6,Flores Region  
0.26,97.11,45,3.5,Northern Sumatra  
-4.32,102.94,41,2.9,Southern Sumatra  
-4.88,102.94,32,3.5,Southern Sumatra  
-7.82,111.62,128,2.8,Java  
-2.91,119.4,10,3.3,Sulawesi  
-0.16,100.32,10,3.8,Southern Sumatra  
-8.83,116.82,13,2.0,Sumbawa Region  
-9.49,117.37,11,2.7,Sumbawa Region  
-3.92,133.84,14,3.2,Irian Jaya Region  
3.05,97.4,14,2.8,Northern Sumatra  
0.43,96.87,10,3.3,Off West Coast of Northern Sumatra 
-2.71,141.26,10,4.6,Near N. Coast of New Guinea PNG. 
-8.08,116.59,229,2.7,Sumbawa Region  
0.86,125.55,10,3.8,Northern Molucca Sea 
3.07,97.2,10,3.5,Northern Sumatra  
0.12,96.76,59,3.6,Off West Coast of Northern Sumatra 
-7.57,128.67,180,4.9,Banda Sea 
0.08,96.72,51,3.6,Off West Coast of Northern Sumatra 
-3.77,127.43,10,3.5,Seram  
-1.48,120.12,10,2.6,Sulawesi  
-8.84,110.22,10,3.2,Java  
2.22,97.79,25,3.0,Northern Sumatra  
-6.99,125.08,553,4.5,Banda Sea 
-8.35,116.77,12,3.1,Sumbawa Region  
-0.1,123.9,75,3.4,Minahassa Peninsula Sulawesi 
1.16,126.34,10,4.3,Northern Molucca Sea 
-7.92,119.7,187,2.9,Flores Sea 
-8.47,118.38,117,3.9,Sumbawa Region  
-1.46,120.13,10,2.8,Sulawesi  
-4.01,129.78,10,3.3,Banda Sea 
0.16,96.62,10,4.2,Off West Coast of Northern Sumatra 
-0.74,95.48,10,4.7,Southwest of Sumatra  
-7.75,119.43,276,3.5,Flores Sea 
0.54,125.16,13,3.5,Northern Molucca Sea 
1.65,126.64,10,4.1,Northern Molucca Sea 
-9.55,115.14,10,3.3,South of Bali  
1.85,126.52,10,3.9,Northern Molucca Sea 
0.85,126.22,10,3.6,Northern Molucca Sea 
1.2,131.75,729,4.5,Irian Jaya Region  
-2.4,128.79,26,3.2,Ceram Sea 
3.87,126.11,65,4.4,Talaud Islands  
-4.68,101.89,10,3.5,Southern Sumatra  
-5.33,104.58,10,2.9,Southern Sumatra  
-7.11,107.42,10,2.7,Java  
-2.78,131.6,750,3.2,Irian Jaya Region  
2.72,125.83,10,3.7,Talaud Islands  
-2.89,127.3,29,4.0,Ceram Sea 
-8.82,113.0,35,3.3,Java  
-6.91,105.34,10,3.4,Sunda Strait  
-6.52,104.85,10,4.2,Sunda Strait  
-2.44,121.29,10,2.6,Sulawesi  
-2.5,121.32,10,2.6,Sulawesi  
-2.51,121.32,10,4.2,Sulawesi  
-3.68,121.15,10,3.0,Sulawesi  
0.08,96.4,10,4.5,Off West Coast of Northern Sumatra 
0.51,96.89,14,3.5,Off West Coast of Northern Sumatra 
-1.9,123.14,64,3.7,Sulawesi  
-0.14,122.86,28,3.4,Minahassa Peninsula Sulawesi 
-2.77,127.35,10,3.7,Ceram Sea 
-1.15,120.55,10,3.7,Sulawesi  
-2.38,121.18,10,2.8,Sulawesi  
-2.35,121.22,10,2.9,Sulawesi  
-1.84,133.31,10,3.5,Irian Jaya Region  
-10.49,123.59,32,3.1,Timor Region 
-9.5,117.54,21,4.0,Sumbawa Region  
-0.02,124.91,13,3.4,Southern Molucca Sea 
-2.41,120.17,10,2.7,Sulawesi  
-0.2,100.32,22,2.0,Southern Sumatra  
-4.13,102.38,31,2.7,Southern Sumatra  
0.14,126.47,15,3.6,Northern Molucca Sea 
0.83,122.27,30,2.3,Minahassa Peninsula Sulawesi 
0.23,96.68,47,4.6,Off West Coast of Northern Sumatra 
-0.68,127.97,10,3.7,Halmahera  
-0.25,100.24,10,2.3,Southern Sumatra  
-8.3,115.14,10,2.1,Bali Region  
2.6,98.79,10,2.6,Northern Sumatra  
-0.26,100.29,13,2.5,Southern Sumatra  
-0.27,100.19,10,2.7,Southern Sumatra  
-0.15,100.3,10,3.4,Southern Sumatra  
2.53,98.8,10,2.1,Northern Sumatra  
2.55,98.8,10,2.0,Northern Sumatra  
2.63,98.75,10,3.1,Northern Sumatra  
-8.28,119.72,154,3.2,Flores Region  
2.61,98.79,10,2.7,Northern Sumatra  
2.58,98.77,10,3.4,Northern Sumatra  
2.63,98.78,10,3.7,Northern Sumatra  
-3.63,128.16,10,2.8,Seram  
0.94,126.09,10,4.0,Northern Molucca Sea 
-9.3,120.53,42,2.7,Sumba Region  
1.24,127.48,10,2.7,Halmahera  
2.59,98.73,13,2.1,Northern Sumatra  
0.62,122.22,93,3.2,Minahassa Peninsula Sulawesi 
2.62,98.76,10,3.4,Northern Sumatra  
5.06,127.37,93,4.6,Philippine Islands Region 
-2.29,101.23,65,2.8,Southern Sumatra  
0.45,120.38,24,4.4,Minahassa Peninsula Sulawesi 
2.57,98.76,10,2.4,Northern Sumatra  
2.72,98.6,10,2.7,Northern Sumatra  
-4.91,103.97,10,2.7,Southern Sumatra  
-3.76,128.7,27,2.8,Seram  
-0.47,98.49,10,3.9,Southern Sumatra  
1.97,127.87,241,4.5,Halmahera  
1.55,99.32,10,3.7,Northern Sumatra  
1.5,128.25,47,4.1,Halmahera  
-9.45,113.18,10,4.2,South of Java  
2.55,126.99,10,3.2,Northern Molucca Sea 
0.14,96.52,13,5.3,Off West Coast of Northern Sumatra 
-3.56,119.12,10,2.8,Sulawesi  
-8.14,107.91,17,3.7,Java  
-9.65,112.9,10,3.9,South of Java  
0.21,96.95,15,3.6,Off West Coast of Northern Sumatra 
0.05,96.72,40,3.9,Off West Coast of Northern Sumatra 
-0.32,124.19,81,3.4,Southern Molucca Sea 
0.29,96.72,18,3.8,Off West Coast of Northern Sumatra 
-6.43,130.12,174,4.5,Banda Sea 
0.14,96.8,46,3.9,Off West Coast of Northern Sumatra 
-8.04,107.88,27,3.1,Java  
0.16,100.28,152,3.7,Northern Sumatra  
0.21,96.7,26,3.7,Off West Coast of Northern Sumatra 
-7.98,106.98,14,3.0,Java  
0.13,120.82,18,3.4,Minahassa Peninsula Sulawesi 
0.23,96.74,27,3.8,Off West Coast of Northern Sumatra 
-0.16,123.73,110,3.6,Minahassa Peninsula Sulawesi 
0.2,96.6,20,4.1,Off West Coast of Northern Sumatra 
-0.07,123.44,125,3.6,Minahassa Peninsula Sulawesi 
-0.39,124.11,10,4.3,Southern Molucca Sea 
-6.55,106.23,99,3.0,Java  
2.44,98.58,10,2.4,Northern Sumatra  
0.75,99.64,10,3.2,Northern Sumatra  
0.14,96.58,16,4.0,Off West Coast of Northern Sumatra 
0.03,96.55,52,3.8,Off West Coast of Northern Sumatra 
0.07,96.73,30,4.3,Off West Coast of Northern Sumatra 
-9.52,116.34,19,3.9,Sumbawa Region  
-0.09,126.09,11,3.1,Southern Molucca Sea 
-4.74,101.21,10,3.7,Southern Sumatra  
-0.91,99.32,46,3.5,Southern Sumatra  
0.4,126.05,21,3.2,Northern Molucca Sea 
-2.55,129.07,10,3.7,Seram  
0.32,96.74,10,3.7,Off West Coast of Northern Sumatra 
4.15,94.87,22,3.8,Off West Coast of Northern Sumatra 
0.34,96.82,51,3.8,Off West Coast of Northern Sumatra 
-0.62,133.82,11,3.7,Irian Jaya Region  
-0.1,124.16,119,3.7,Southern Molucca Sea 
-7.56,127.12,127,4.6,Banda Sea 
0.24,96.68,46,4.8,Off West Coast of Northern Sumatra 
2.7,128.42,200,3.9,Halmahera  
-2.22,102.26,211,4.4,Southern Sumatra  
-3.01,128.87,16,3.3,Seram  
1.48,128.49,19,3.1,Halmahera  
-3.77,131.24,17,3.6,Irian Jaya Region  
0.12,96.44,10,3.9,Off West Coast of Northern Sumatra 
0.03,96.49,10,3.4,Off West Coast of Northern Sumatra 
0.25,96.67,10,3.1,Off West Coast of Northern Sumatra 
0.02,119.56,10,3.2,Minahassa Peninsula Sulawesi 
-1.8,99.15,23,3.8,Southern Sumatra  
0.06,96.58,10,4.6,Off West Coast of Northern Sumatra 
0.19,96.58,10,4.5,Off West Coast of Northern Sumatra 
0.11,96.63,10,4.3,Off West Coast of Northern Sumatra 
-6.04,126.01,476,4.2,Banda Sea 
0.19,96.78,10,3.6,Off West Coast of Northern Sumatra 
0.06,96.6,10,4.3,Off West Coast of Northern Sumatra 
-1.89,99.12,29,3.6,Southern Sumatra  
2.91,96.3,10,3.0,Northern Sumatra  
0.28,125.07,10,3.5,Northern Molucca Sea 
0.08,96.72,49,3.9,Off West Coast of Northern Sumatra 
0.05,96.68,66,3.3,Off West Coast of Northern Sumatra 
0.01,96.71,65,3.8,Off West Coast of Northern Sumatra 
0.07,96.54,48,4.5,Off West Coast of Northern Sumatra 
0.08,96.69,48,3.5,Off West Coast of Northern Sumatra 
0.01,96.44,10,5.2,Off West Coast of Northern Sumatra 
-8.05,107.88,22,3.6,Java  
1.43,127.24,119,3.2,Halmahera  
4.28,127.84,43,5.1,Talaud Islands  
0.12,96.63,10,4.0,Off West Coast of Northern Sumatra 
0.15,96.76,65,3.8,Off West Coast of Northern Sumatra 
0.15,96.63,51,4.7,Off West Coast of Northern Sumatra 
0.12,96.62,25,3.8,Off West Coast of Northern Sumatra 
0.06,96.69,69,4.0,Off West Coast of Northern Sumatra 
0.22,96.61,10,5.0,Off West Coast of Northern Sumatra 
0.1,96.7,50,4.5,Off West Coast of Northern Sumatra 
0.91,98.45,12,3.6,Northern Sumatra  
-0.03,96.72,10,5.1,Southwest of Sumatra  
0.18,96.66,10,6.7,Off West Coast of Northern Sumatra 
-8.51,119.26,10,2.9,Flores Region  
-2.66,127.92,13,2.7,Ceram Sea 
1.59,126.72,14,3.9,Northern Molucca Sea 
-1.74,138.54,13,4.1,Near North Coast of Irian Jaya 
1.59,126.71,25,3.6,Northern Molucca Sea 
1.66,126.7,10,4.9,Northern Molucca Sea 
1.26,98.32,23,2.9,Northern Sumatra  
-6.36,128.39,397,4.3,Banda Sea 
-2.74,122.15,10,3.1,Sulawesi  
5.07,96.19,10,2.6,Northern Sumatra  
1.76,99.23,10,2.6,Northern Sumatra  
5.24,96.19,10,3.1,Northern Sumatra  
-8.94,124.12,52,3.9,Timor Region 
1.78,99.19,10,3.2,Northern Sumatra  
-8.69,110.01,10,3.7,Java  
-3.15,128.31,10,3.1,Seram  
0.31,125.95,10,3.9,Northern Molucca Sea 
1.81,127.17,98,4.6,Halmahera  
-8.3,124.88,10,3.0,Timor Region 
-5.4,120.76,27,2.7,Sulawesi  
1.23,120.82,10,3.7,Minahassa Peninsula Sulawesi 
4.02,96.71,80,2.5,Northern Sumatra  
0.52,124.27,273,2.7,Minahassa Peninsula Sulawesi 
3.9,125.94,138,3.7,Talaud Islands  
4.59,96.29,102,2.3,Northern Sumatra  
0.86,99.15,81,3.7,Northern Sumatra  
-0.28,122.89,66,4.1,Minahassa Peninsula Sulawesi 
-2.87,127.8,10,3.0,Ceram Sea 
-9.48,117.91,19,3.2,Sumbawa Region  
-3.19,119.06,193,2.4,Sulawesi  
-2.88,100.04,17,3.5,Southern Sumatra  
-2.41,120.16,10,2.5,Sulawesi  
-4.92,103.98,10,3.7,Southern Sumatra  
4.06,128.66,50,5.4,North of Halmahera  
-1.67,131.14,750,3.8,Irian Jaya Region  
3.91,128.61,10,4.9,North of Halmahera  
5.1,95.86,10,3.5,Northern Sumatra  
0.18,124.89,19,4.4,Minahassa Peninsula Sulawesi 
2.4,98.92,10,2.3,Northern Sumatra  
2.12,127.44,13,3.2,Northern Molucca Sea 
0.47,122.4,70,3.4,Minahassa Peninsula Sulawesi 
3.3,97.11,264,2.8,Northern Sumatra  
-1.09,95.91,10,4.1,Southwest of Sumatra  
0.06,123.88,68,3.1,Minahassa Peninsula Sulawesi 
-8.78,121.49,127,2.9,Flores Region  
-0.26,123.6,16,2.4,Minahassa Peninsula Sulawesi 
5.86,95.39,10,2.9,Northern Sumatra  
-2.89,129.02,10,3.8,Seram  
-9.59,113.0,10,4.0,South of Java  
2.22,128.09,138,4.5,Halmahera  
-1.68,99.18,25,4.9,Southern Sumatra  
4.5,96.44,10,2.6,Northern Sumatra  
-2.65,121.13,10,2.0,Sulawesi  
2.81,128.2,161,3.8,Halmahera  
-7.84,107.27,28,3.4,Java  
-2.29,121.19,10,2.8,Sulawesi  
-8.95,123.78,57,3.3,Flores Region  
1.97,96.61,10,3.4,Off West Coast of Northern Sumatra 
-9.1,113.78,10,3.6,South of Java  
2.6,98.79,10,2.3,Northern Sumatra  
4.15,95.9,35,4.1,Northern Sumatra  
3.98,125.95,125,4.7,Talaud Islands  
2.49,98.89,10,3.3,Northern Sumatra  
2.53,98.84,10,3.0,Northern Sumatra  
0.49,97.89,29,3.1,Northern Sumatra  
2.53,98.83,10,2.3,Northern Sumatra  
2.51,98.86,10,2.1,Northern Sumatra  
2.56,98.78,10,2.4,Northern Sumatra  
2.3,98.96,10,2.2,Northern Sumatra  
-3.66,127.33,10,3.6,Seram  
0.4,125.19,18,3.9,Northern Molucca Sea 
2.49,98.84,10,2.2,Northern Sumatra  
2.53,98.86,10,2.7,Northern Sumatra  
2.49,98.83,10,2.3,Northern Sumatra  
2.48,98.87,10,2.3,Northern Sumatra  
2.62,98.82,10,3.3,Northern Sumatra  
2.43,96.13,10,4.8,Northern Sumatra  
-4.91,104.01,10,2.8,Southern Sumatra  
-6.62,130.0,169,4.7,Banda Sea 
4.71,97.96,10,3.5,Northern Sumatra  
-4.91,131.92,54,4.1,Banda Sea 
1.38,126.38,17,3.5,Northern Molucca Sea 
4.71,97.82,10,2.9,Northern Sumatra  
-4.25,131.56,64,4.0,Banda Sea 
-7.73,106.95,28,2.9,Java  
0.11,124.22,10,4.3,Minahassa Peninsula Sulawesi 
-8.92,125.59,10,3.4,Timor Region 
1.41,99.01,71,3.3,Northern Sumatra  
2.85,98.55,10,2.2,Northern Sumatra  
1.61,126.3,10,3.8,Northern Molucca Sea 
-7.82,107.26,23,4.1,Java  
-8.61,118.12,13,2.6,Sumbawa Region  
0.33,121.57,153,3.1,Minahassa Peninsula Sulawesi 
-8.2,114.76,13,2.0,Bali Region  
-2.4,138.36,30,3.9,Irian Jaya  
-9.82,119.78,23,2.7,Sumba Region  
-9.73,118.96,11,3.4,Sumbawa Region  
-0.17,124.02,31,3.5,Southern Molucca Sea 
-7.02,125.32,562,3.9,Banda Sea 
-10.55,114.98,10,4.6,South of Bali  
-8.88,116.85,10,2.8,Sumbawa Region  
-8.33,107.21,10,3.1,Java  
0.37,122.01,173,3.4,Minahassa Peninsula Sulawesi 
-7.99,106.89,16,3.3,Java  
-3.41,128.79,10,2.4,Seram  
-1.67,120.12,10,3.0,Sulawesi  
-2.23,140.27,10,2.9,Near North Coast of Irian Jaya 
-8.62,118.37,114,4.2,Sumbawa Region  
-8.0,107.04,16,2.9,Java  
-3.76,131.22,11,4.2,Irian Jaya Region  
-3.0,128.19,20,3.0,Seram  
-8.21,114.16,188,3.3,Bali Region  
-8.2,106.92,10,3.4,South of Java  
-1.76,120.17,10,2.5,Sulawesi  
0.67,122.33,88,4.0,Minahassa Peninsula Sulawesi 
-3.75,131.2,21,3.9,Irian Jaya Region  
-1.47,98.94,16,2.7,Southern Sumatra  
1.0,121.07,54,3.5,Minahassa Peninsula Sulawesi 
-3.09,139.84,18,3.5,Irian Jaya  
-8.76,116.59,10,3.1,Sumbawa Region  
-9.94,121.8,10,3.5,Savu Sea 
1.86,98.9,118,2.8,Northern Sumatra  
1.67,126.79,16,3.3,Northern Molucca Sea 
-4.41,138.88,156,4.4,Irian Jaya  
0.27,122.02,180,3.4,Minahassa Peninsula Sulawesi 
-0.31,122.95,18,3.2,Minahassa Peninsula Sulawesi 
-2.27,140.08,11,3.3,Near North Coast of Irian Jaya 
-2.7,126.56,10,2.6,Ceram Sea 
-10.05,119.99,12,3.5,Sumba Region  
-4.23,102.36,47,4.4,Southern Sumatra  
-8.77,115.0,100,3.3,Bali Region  
-10.62,115.01,15,3.8,South of Bali  
-6.8,130.09,159,4.6,Banda Sea 
-8.92,125.24,50,3.0,Timor Region 
1.45,99.38,10,3.2,Northern Sumatra  
-2.42,120.89,10,2.5,Sulawesi  
-7.73,106.92,25,2.8,Java  
0.22,122.36,139,4.1,Minahassa Peninsula Sulawesi 
-1.54,120.14,10,2.5,Sulawesi  
-1.36,119.9,10,2.2,Sulawesi  
-0.78,120.34,10,3.0,Minahassa Peninsula Sulawesi 
-8.27,120.96,22,2.3,Flores Region  
-5.58,120.33,16,2.4,Sulawesi  
1.32,97.53,27,3.4,Northern Sumatra  
-6.73,108.93,122,3.6,Java  
-5.46,120.62,11,3.1,Sulawesi  
-8.33,116.47,10,3.5,Sumbawa Region  
-9.17,114.22,10,2.2,South of Bali  
-11.0,118.45,10,3.7,South of Sumbawa  
-6.31,103.77,10,3.3,Southwest of Sumatra  
-1.57,120.12,10,4.0,Sulawesi  
2.84,117.29,10,4.0,Borneo 
-9.78,119.03,21,2.8,Sumba Region  
-3.31,139.13,14,3.1,Irian Jaya  
-1.53,136.88,10,2.7,Irian Jaya Region  
3.23,97.49,42,2.9,Northern Sumatra  
-8.33,106.83,10,3.4,South of Java  
-9.51,113.37,10,2.6,South of Java  
-2.69,129.0,30,2.3,Seram  
-8.27,106.84,10,4.2,South of Java  
-7.98,119.05,50,2.5,Flores Sea 
-7.51,105.86,10,3.5,Java  
2.63,126.01,25,3.0,Northern Molucca Sea 
-9.21,119.1,32,2.3,Sumba Region  
0.56,120.51,10,2.0,Minahassa Peninsula Sulawesi 
-3.46,101.98,42,3.4,Southern Sumatra  
-0.38,121.7,20,2.7,Minahassa Peninsula Sulawesi 
4.05,125.93,75,4.0,Talaud Islands  
-2.43,120.57,10,2.2,Sulawesi  
-0.38,100.2,10,2.1,Southern Sumatra  
-9.25,124.74,10,3.5,Timor Region 
-3.11,140.16,54,2.8,Irian Jaya  
-9.55,117.34,10,2.9,Sumbawa Region  
-9.56,117.26,23,2.4,Sumbawa Region  
-3.01,130.63,11,3.2,Seram  
-8.14,124.4,137,3.4,Timor Region 
-8.1,124.59,179,3.3,Timor Region 
1.41,121.49,10,2.1,Minahassa Peninsula Sulawesi 
-3.06,140.18,70,2.9,Irian Jaya  
-0.07,123.98,27,3.1,Minahassa Peninsula Sulawesi 
-10.65,121.88,18,4.5,Savu Sea 
-9.44,118.41,19,2.3,Sumbawa Region  
4.23,127.28,24,3.7,Talaud Islands  
-8.99,123.99,39,2.7,Flores Region  
0.34,125.48,10,3.6,Northern Molucca Sea 
-7.99,107.49,21,2.3,Java  
-1.96,122.43,10,3.1,Sulawesi  
-8.5,120.66,164,3.9,Flores Region  
-1.47,134.54,15,2.9,Irian Jaya Region  
-1.08,123.55,16,3.5,Sulawesi  
4.32,127.35,16,5.2,Talaud Islands  
1.58,121.97,10,4.0,Minahassa Peninsula Sulawesi 
-8.74,118.43,112,2.2,Sumbawa Region  
-1.59,120.19,10,2.6,Sulawesi  
-1.71,120.26,10,2.9,Sulawesi  
4.89,94.78,10,2.6,Off West Coast of Northern Sumatra 
-9.24,119.23,20,2.3,Sumba Region  
-9.68,116.1,10,2.6,Sumbawa Region  
-2.48,121.19,10,2.8,Sulawesi  
-2.93,129.79,12,2.3,Seram  
-2.79,129.78,10,4.3,Seram  
-4.16,128.94,10,4.3,Banda Sea 
-9.4,114.04,10,3.3,South of Bali  
-1.57,120.15,10,3.2,Sulawesi  
-2.48,121.19,10,3.3,Sulawesi  
-5.51,141.78,68,4.8,New Guinea Papua New Guinea 
-0.1,123.16,58,3.7,Minahassa Peninsula Sulawesi 
-3.44,130.78,60,3.9,Seram  
2.03,127.32,52,3.3,Northern Molucca Sea 
-8.5,117.0,15,2.8,Sumbawa Region  
1.23,123.83,11,3.7,Minahassa Peninsula Sulawesi 
-1.86,139.09,10,4.0,Near North Coast of Irian Jaya 
-7.78,106.97,25,3.1,Java  
-1.52,134.4,10,4.8,Irian Jaya Region  
-2.23,139.55,11,4.0,Near North Coast of Irian Jaya 
-3.23,102.3,39,3.1,Southern Sumatra  
-2.53,121.42,10,2.5,Sulawesi  
-1.61,134.39,10,4.0,Irian Jaya Region  
-7.72,127.97,156,4.6,Banda Sea 
-2.51,121.43,10,3.4,Sulawesi  
1.64,128.46,19,4.2,Halmahera  
1.76,126.33,10,3.3,Northern Molucca Sea 
-8.14,119.1,21,2.2,Flores Region  
-8.35,120.54,20,2.3,Flores Region  
-0.33,122.91,24,3.0,Minahassa Peninsula Sulawesi 
-0.25,100.28,10,3.3,Southern Sumatra  
-3.46,138.46,85,4.1,Irian Jaya  
-1.62,139.36,10,4.3,Near North Coast of Irian Jaya 
2.7,128.1,13,3.7,Halmahera  
-2.22,140.12,10,4.2,Near North Coast of Irian Jaya 
-2.99,130.61,10,4.1,Seram  
2.09,126.95,22,2.9,Northern Molucca Sea 
-3.52,119.75,10,2.5,Sulawesi  
-5.68,131.2,99,4.1,Banda Sea 
0.95,126.0,10,3.0,Northern Molucca Sea 
-8.33,116.96,10,4.0,Sumbawa Region  
-0.07,123.04,105,4.9,Minahassa Peninsula Sulawesi 
-5.54,130.87,102,4.2,Banda Sea 
1.77,126.33,10,3.0,Northern Molucca Sea 
-9.74,118.2,10,3.5,Sumbawa Region  
-8.06,120.63,10,2.6,Flores Region  
-7.93,117.56,11,2.5,Bali Sea 
-8.38,123.24,10,2.9,Flores Region  
2.57,122.98,455,4.1,Celebes Sea 
-3.95,121.15,10,3.1,Sulawesi  
-7.82,106.81,10,3.9,Java  
-9.46,119.16,28,3.2,Sumba Region  
-4.24,135.13,10,4.2,Irian Jaya Region  
-0.21,122.74,102,3.6,Minahassa Peninsula Sulawesi 
3.63,95.88,26,3.1,Off West Coast of Northern Sumatra 
-6.98,131.17,236,4.2,Tanimbar Islands Reg.  
-4.91,103.97,10,3.3,Southern Sumatra  
-2.44,119.33,10,2.9,Sulawesi  
-4.89,125.52,472,4.0,Banda Sea 
-2.4,120.93,10,3.0,Sulawesi  
-1.22,120.21,10,2.7,Sulawesi  
-8.79,124.27,126,2.9,Timor Region 
-1.99,99.72,34,5.8,Southern Sumatra  
-2.74,129.39,16,3.7,Seram  
1.59,127.25,137,5.2,Halmahera  
-1.78,120.03,10,3.1,Sulawesi  
-0.09,123.7,154,4.2,Minahassa Peninsula Sulawesi 
0.64,126.13,10,4.2,Northern Molucca Sea 
-6.65,130.46,117,4.7,Banda Sea 
-0.99,126.75,19,3.6,Southern Molucca Sea 
-8.86,116.32,94,3.1,Sumbawa Region  
-7.65,106.11,10,4.0,Java  
-1.63,120.17,10,2.7,Sulawesi  
0.12,127.31,117,3.4,Halmahera  
5.69,95.21,10,3.4,Northern Sumatra  
-4.16,135.71,10,3.8,Irian Jaya Region  
1.24,127.58,10,3.3,Halmahera  
-3.08,135.92,10,4.4,Irian Jaya Region  
-3.08,135.94,10,4.7,Irian Jaya Region  
-5.88,104.81,10,3.6,Southern Sumatra  
